course_id,title,platform,provider,level,duration,rating,skills,price
0,Google Cybersecurity,Coursera,Google,Beginner,450.0,4.8,"['"" Python Programming""', '"" Network Architecture""', '"" Cryptography""', '"" Linux""', '"" Computer Programming""', '"" Audit""', '"" Databases""', '"" Risk Management""', '{"" Network Security""', '"" Computer Security Incident Management""', '"" Algorithms""', '"" Cloud Computing""', '"" Leadership and Management""', '"" SQL""}']",0.0
1,Google Data Analytics,Coursera,Google,Beginner,450.0,4.8,"['"" Communication""', '"" Data Visualization""', '"" Big Data""', '"" Leadership and Management""', '"" Spreadsheet Software""', '"" Business Analysis""', '"" Databases""', '"" Load""', '"" Statistical Programming""', '"" Exploratory Data Analysis""', '"" Data Science""', '"" Problem Solving""', '"" Data Management""', '"" Business Communication""', '"" SQL""', '"" Tableau Software""}', '"" Computer Programming""', '"" Extract""', '"" R Programming""', '"" Small Data""', '"" Microsoft Excel""', '"" General Statistics""', '"" Data Visualization Software""', '"" Transform""', '{"" Data Analysis""']",0.0
2,Google Project Management:,Coursera,Google,Beginner,450.0,4.8,"['"" Communication""', '"" Planning""', '"" Organizational Development""', '"" Product Management""', '"" Culture""', '"" Entrepreneurship""', '"" Leadership and Management""', '"" Budget Management""', '"" Collaboration""', '"" Finance""', '"" Software Engineering""', '"" Risk Management""', '"" People Management""', '"" Agile Software Development""', '"" Emotional Intelligence""', '"" Problem Solving""', '"" Business Communication""', '"" Change Management""', '"" Influencing""', '{"" Project Management""', '"" Strategy and Operations""', '"" Scrum (Software Development)""', '"" Procurement""}', '"" Supply Chain and Logistics""']",0.0
3,Google Digital Marketing & E-commerce,Coursera,Google,Beginner,450.0,4.8,"['"" Sales""', '"" Web Design""', '"" Communication""', '"" Social Media""', '"" Web Development""', '"" Web Development Tools""', '"" Media Strategy & Planning""', '"" Persona Research""', '"" Marketing""', '"" Data Analysis""', '{"" Digital Marketing""', '"" Market Analysis""}', '"" Marketing Management""', '"" Strategy""', '"" Data Management""', '"" Writing""', '"" Advertising""', '"" Search Engine Optimization""', '"" E-Commerce""']",0.0
4,Google IT Support,Coursera,Google,Beginner,450.0,4.8,"['"" Communication""', '"" Network Security""', '"" System Security""', '"" Linux""', '"" Critical Thinking""', '"" Leadership and Management""', '"" Network Architecture""', '"" Computer Architecture""', '"" Cryptography""', '"" Networking Hardware""', '"" Human Computer Interaction""', '"" Network Analysis""', '"" Operating Systems""}', '"" Network Model""', '"" Problem Solving""', '{"" Computer Networking""', '"" Computer Programming""', '"" Cloud Computing""', '"" Customer Support""']",0.0
5,IBM Data Science,Coursera,IBM,Beginner,450.0,4.6,"['"" Customer Analysis""', '"" Machine Learning""', '"" Regression""', '"" Data Visualization""', '"" Statistical Machine Learning""', '"" Big Data""', '"" Data Mining""', '"" Database Theory""', '"" Writing""}', '"" Databases""', '"" Statistical Programming""', '"" Data Analysis""', '"" Algorithms""', '"" Data Model""', '"" Exploratory Data Analysis""', '"" Data Science""', '"" IBM Cloud""', '"" Database Application""', '"" Decision Making""', '"" Probability & Statistics""', '"" Data Management""', '"" Human Learning""', '"" SQL""', '"" Deep Learning""', '"" Computer Programming""', '{"" Python Programming""', '"" Cloud Computing""', '"" Machine Learning Algorithms""', '"" R Programming""', '"" Applied Machine Learning""', '"" Statistical Visualization""', '"" Reinforcement Learning""', '"" Computational Thinking""', '"" Plot (Graphics)""', '"" General Statistics""', '"" Database Design""']",0.0
6,Google UX Design,Coursera,Google,Beginner,450.0,4.8,"['"" Web Design""', '"" User Experience Design""', '"" User Research""', '"" Social Media""', '"" Collaboration""', '"" Product Design""', '"" Planning""', '"" Audit""', '"" Product Development""', '"" Web Development Tools""}', '{"" User Experience""', '"" Human Computer Interaction""']",0.0
7,IBM Data Analyst,Coursera,IBM,Beginner,450.0,4.6,"['"" Machine Learning""', '"" Data Visualization""', '"" Data Mining""', '"" Database Theory""', '"" Spreadsheet Software""', '"" Business Analysis""', '"" Databases""', '"" Statistical Programming""', '"" Data Analysis""', '"" Exploratory Data Analysis""', '"" Data Science""', '"" NoSQL""', '"" IBM Cloud""', '"" Regression""}', '"" Database Application""', '"" Probability & Statistics""', '"" Data Management""', '"" SQL""', '"" Computer Programming""', '{"" Python Programming""', '"" Cloud Computing""', '"" Machine Learning Algorithms""', '"" R Programming""', '"" Statistical Visualization""', '"" Interactive Data Visualization""', '"" Computational Thinking""', '"" Plot (Graphics)""', '"" Microsoft Excel""', '"" General Statistics""', '"" Data Visualization Software""', '"" Database Design""']",0.0
8,Machine Learning,Coursera,Multiple educators,Beginner,150.0,4.9,"['"" Regression""', '"" Applied Machine Learning""', '{"" Machine Learning""', '"" Python Programming""', '"" Reinforcement Learning""}', '"" Network Model""', '"" Critical Thinking""', '"" Mathematics""', '"" Artificial Neural Networks""', '"" Machine Learning Software""', '"" Statistical Machine Learning""', '"" Human Learning""', '"" Tensorflow""', '"" Deep Learning""', '"" Algorithms""', '"" Machine Learning Algorithms""']",0.0
9,Introduction to Data Science,Coursera,IBM,Beginner,450.0,4.6,"['"" Regression""', '"" Machine Learning""', '"" Statistical Machine Learning""', '"" Big Data""', '"" Data Mining""', '"" Database Theory""', '"" Writing""}', '{"" Data Science""', '"" Databases""', '"" Data Analysis""', '"" Data Model""', '"" IBM Cloud""', '"" Database Application""', '"" Data Management""', '"" SQL""', '"" Deep Learning""', '"" Cloud Computing""', '"" Computer Programming""', '"" R Programming""', '"" Python Programming""', '"" Computational Thinking""', '"" Database Design""']",0.0
10,Generative AI for Everyone,Coursera,DeepLearning.AI,Beginner,35.0,4.9,"['"" Writing""}', '{"" Strategy""']",0.0
11,IBM DevOps and Software Engineering,Coursera,IBM,Beginner,450.0,4.6,"['"" Cloud Infrastructure""', '"" Security Engineering""', '"" Communication""', '"" Continuous Delivery""', '"" Linux""', '"" Product Management""', '"" Docker (Software)""', '"" Mergers & Acquisitions""}', '"" Leadership and Management""', '"" Collaboration""', '"" Software Engineering Tools""', '"" Software Architecture""', '"" Data Analysis""', '"" Software Engineering""', '"" Agile Software Development""', '"" Cloud Applications""', '"" IBM Cloud""', '"" Kubernetes""', '"" Continuous Integration""', '"" Cloud Computing""', '"" Computer Programming""', '"" Cloud Platforms""', '"" Software Testing""', '"" Python Programming""', '{"" DevOps""', '"" Software-Defined Networking""', '"" Scrum (Software Development)""', '"" Cloud-Based Integration""', '"" Software Security""', '"" Microarchitecture""', '"" Application Development""', '"" Cloud Storage""', '"" Programming Principles""']",0.0
12,IBM Full Stack Software Developer,Coursera,IBM,Beginner,450.0,4.6,"['"" Javascript""', '"" Cloud Infrastructure""', '"" Mergers & Acquisitions""', '"" Continuous Delivery""', '"" Web Development""', '"" Web Development Tools""', '"" Docker (Software)""', '"" Leadership and Management""', '"" Software As A Service""', '"" Cloud Management""', '"" React (web framework)""}', '"" Collaboration""', '"" Software Engineering Tools""', '"" Databases""', '"" Software Architecture""', '"" Full-Stack Web Development""', '"" Data Analysis""', '"" Software Engineering""', '"" NoSQL""', '"" IBM Cloud""', '"" Cloud Applications""', '"" Database Application""', '"" Kubernetes""', '"" Cloud API""', '"" Continuous Integration""', '"" Computer Science""', '"" Data Management""', '"" SQL""', '{"" Cloud Computing""', '"" Computer Programming""', '"" Cloud Platforms""', '"" DevOps""', '"" Python Programming""', '"" Cloud-Based Integration""', '"" Django (Web Framework)""', '"" Microarchitecture""', '"" Application Development""', '"" Cloud Storage""']",0.0
13,Key Technologies for Business,Coursera,IBM,Beginner,150.0,4.7,"['"" Cloud Infrastructure""', '"" Computer Vision""', '"" Machine Learning""', '"" Regression""', '"" Machine Learning Software""', '"" Big Data""', '"" Data Mining""', '"" Writing""}', '{"" Algorithms""', '"" Data Analysis""', '"" Data Science""', '"" IBM Cloud""', '"" Cloud Applications""', '"" Human Learning""', '"" Deep Learning""', '"" Cloud Computing""', '"" Cloud Platforms""', '"" DevOps""', '"" Machine Learning Algorithms""', '"" Applied Machine Learning""', '"" Artificial Neural Networks""', '"" Cloud Storage""']",0.0
14,Data Science Fundamentals with Python and SQL,Coursera,IBM,Beginner,450.0,4.6,"['"" Database Theory""', '"" Databases""', '"" Statistical Programming""', '"" Data Analysis""', '"" Data Science""', '"" Statistical Analysis""', '"" Database Application""', '"" Probability & Statistics""', '"" Data Management""', '"" SQL""', '"" Computer Programming""', '{"" Python Programming""', '"" Cloud Computing""', '"" Mathematical Theory & Analysis""', '"" R Programming""', '"" Statistical Tests""', '"" IBM Cloud""}', '"" Computational Thinking""', '"" Plot (Graphics)""', '"" General Statistics""', '"" Database Design""', '"" Basic Descriptive Statistics""']",0.0
15,IBM & Darden Digital Strategy,Coursera,University of Virginia Darden School Foundation,Beginner,450.0,4.7,"['"" Sales""', '"" Customer Analysis""', '"" Computer Vision""', '"" Machine Learning""', '"" Cloud Infrastructure""', '"" Market Analysis""', '"" Data Visualization""', '{"" Business Analysis""', '"" Business Development""', '"" Machine Learning Software""', '"" Research and Design""', '"" Data Mining""', '"" Entrepreneurship""', '"" Leadership and Management""', '"" Microsoft Excel""}', '"" Innovation""', '"" Marketing""', '"" Databases""', '"" Data Analysis""', '"" Algorithms""', '"" Data Science""', '"" NoSQL""', '"" IBM Cloud""', '"" Cloud Applications""', '"" Strategy""', '"" Business Transformation""', '"" Product Strategy""', '"" Data Management""', '"" Human Learning""', '"" SQL""', '"" Deep Learning""', '"" Cloud Computing""', '"" Cloud Platforms""', '"" Machine Learning Algorithms""', '"" DevOps""', '"" R Programming""', '"" Business Design""', '"" Applied Machine Learning""', '"" Python Programming""', '"" Strategy and Operations""', '"" Artificial Neural Networks""', '"" Cloud Storage""']",0.0
16,IBM Data Engineering,Coursera,IBM,Beginner,450.0,4.6,"['"" Machine Learning""', '"" Data Science""}', '"" Data Visualization""', '"" Network Security""', '"" Linux""', '"" Big Data""', '"" Data Mining""', '"" Leadership and Management""', '"" Database Theory""', '"" Data Warehousing""', '"" Load""', '"" Databases""', '"" Software Architecture""', '"" Statistical Programming""', '"" Distributed Computing Architecture""', '"" Data Analysis""', '"" Data Architecture""', '"" Data Model""', '"" NoSQL""', '"" IBM Cloud""', '"" Cloud Applications""', '"" Database Application""', '"" Kubernetes""', '"" Database Administration""', '"" SQL""', '"" Cloud Computing""', '"" Computer Programming""', '"" Extract""', '"" Data Engineering""', '"" Python Programming""', '"" Business Intelligence""', '"" Data Structures""', '"" Computational Thinking""', '"" Apache""', '"" Data Visualization Software""', '{"" Data Management""', '"" Transform""', '"" Database Design""', '"" PostgreSQL""', '"" Cloud Storage""']",0.0
17,IBM Data Analytics with Excel and R,Coursera,IBM,Beginner,450.0,4.7,"['"" Regression""', '"" Data Visualization""', '"" NoSQL""}', '"" Visualization (Computer Graphics)""', '"" Statistical Machine Learning""', '"" Data Mining""', '"" Correlation And Dependence""', '"" Database Theory""', '"" Spreadsheet Software""', '"" Load""', '"" Databases""', '"" Business Analysis""', '"" Statistical Programming""', '"" Computer Programming Tools""', '"" Exploratory Data Analysis""', '"" Data Science""', '"" Statistical Analysis""', '"" Programming Principles""', '"" Database Application""', '"" Database Administration""', '"" Data Management""', '"" SQL""', '"" Computer Programming""', '"" Extract""', '"" R Programming""', '"" Data Analysis Software""', '"" Python Programming""', '"" Statistical Visualization""', '"" Data Structures""', '"" Interactive Data Visualization""', '"" Plot (Graphics)""', '"" Microsoft Excel""', '"" Visual Design""', '"" General Statistics""', '"" Data Visualization Software""', '"" Transform""', '"" Database Design""', '{"" Data Analysis""', '"" Basic Descriptive Statistics""']",0.0
18,Data Analysis and Visualization Foundations,Coursera,IBM,Beginner,450.0,4.7,"['"" Spreadsheet Software""', '"" Python Programming""', '"" Statistical Visualization""', '"" Data Visualization""', '"" Business Analysis""', '"" Databases""', '"" Plot (Graphics)""', '"" Data Management""', '"" Interactive Data Visualization""', '"" Data Visualization Software""}', '{"" Microsoft Excel""', '"" Data Analysis""', '"" SQL""', '"" Data Mining""', '"" Data Science""', '"" NoSQL""', '"" R Programming""']",0.0
19,Deep Learning,Coursera,DeepLearning.AI,Intermediate,450.0,4.8,"['"" Regression""', '"" Computer Vision""', '{"" Machine Learning""', '"" Organizational Development""', '"" Machine Learning Software""', '"" Linear Algebra""', '"" Network Architecture""', '"" Natural Language Processing""', '"" Data Analysis""', '"" Algorithms""', '"" Exploratory Data Analysis""', '"" Network Model""', '"" Strategy""', '"" Human Learning""', '"" Tensorflow""', '"" Deep Learning""', '"" Computer Programming""', '"" Machine Learning Algorithms""', '"" Mathematical Theory & Analysis""', '"" Applied Machine Learning""', '"" Python Programming""', '"" Mathematics""', '"" Artificial Neural Networks""', '"" Calculus""}']",0.0
20,IBM AI Foundations for Business,Coursera,IBM,Beginner,150.0,4.7,"['"" Regression""', '"" Computer Vision""', '{"" Machine Learning""', '"" Machine Learning Software""', '"" Big Data""', '"" Data Mining""', '"" Leadership and Management""', '"" Innovation""', '"" Writing""}', '"" Data Analysis""', '"" Data Architecture""', '"" Algorithms""', '"" Data Science""', '"" Business Process Management""', '"" Business Transformation""', '"" Strategy""', '"" Data Management""', '"" Human Learning""', '"" Deep Learning""', '"" Cloud Computing""', '"" Machine Learning Algorithms""', '"" Applied Machine Learning""', '"" Strategy and Operations""', '"" Artificial Neural Networks""']",0.0
21,Data Engineering Foundations,Coursera,IBM,Beginner,450.0,4.6,"['"" Data Science""}', '"" Network Security""', '"" Big Data""', '"" Data Mining""', '"" Leadership and Management""', '"" Database Theory""', '"" Data Warehousing""', '"" Load""', '"" Databases""', '"" Data Analysis""', '"" Data Architecture""', '"" Data Model""', '"" NoSQL""', '"" IBM Cloud""', '"" Database Application""', '"" Database Administration""', '"" SQL""', '"" Computer Programming""', '"" Cloud Computing""', '"" Extract""', '"" Data Engineering""', '"" Python Programming""', '"" Data Structures""', '"" Computational Thinking""', '{"" Data Management""', '"" Database Design""', '"" Transform""', '"" PostgreSQL""']",0.0
22,IBM Back-End Development,Coursera,IBM,Beginner,450.0,4.6,"['"" Cloud Infrastructure""', '"" Security Engineering""', '"" Communication""', '"" Linux""', '"" Web Development""', '"" Product Management""', '"" Docker (Software)""', '"" Mergers & Acquisitions""}', '"" Leadership and Management""', '{"" Application Development""', '"" Collaboration""', '"" Software Engineering Tools""', '"" Databases""', '"" Software Architecture""', '"" Data Analysis""', '"" Software Engineering""', '"" IBM Cloud""', '"" Cloud Applications""', '"" Agile Software Development""', '"" Database Application""', '"" Kubernetes""', '"" Data Management""', '"" SQL""', '"" Cloud Computing""', '"" Computer Programming""', '"" DevOps""', '"" Python Programming""', '"" Software-Defined Networking""', '"" Cloud-Based Integration""', '"" Software Security""', '"" Django (Web Framework)""', '"" Microarchitecture""', '"" Programming Principles""']",0.0
23,Applied Data Science,Coursera,IBM,Beginner,450.0,4.6,"['"" Machine Learning""', '"" Regression""}', '"" Statistical Visualization""', '"" Data Visualization""', '"" Probability & Statistics""', '"" Plot (Graphics)""', '"" Statistical Programming""', '"" General Statistics""', '"" Data Analysis""', '"" Algorithms""', '"" Computer Programming""', '{"" Python Programming""', '"" Exploratory Data Analysis""', '"" Data Science""', '"" Machine Learning Algorithms""']",0.0
24,IBM Applied AI,Coursera,IBM,Beginner,450.0,4.6,"['"" Computer Vision""', '{"" Machine Learning""', '"" Data Science""}', '"" Visualization (Computer Graphics)""', '"" Machine Learning Software""', '"" Software As A Service""', '"" Natural Language Processing""', '"" Data Analysis""', '"" Computer Programming Tools""', '"" Algorithms""', '"" IBM Cloud""', '"" Cloud Applications""', '"" Human Computer Interaction""', '"" User Experience Design""', '"" Cloud API""', '"" Human Learning""', '"" Deep Learning""', '"" Computer Programming""', '"" Cloud Computing""', '"" Machine Learning Algorithms""', '"" Applied Machine Learning""', '"" Python Programming""', '"" Artificial Neural Networks""', '"" Application Development""']",0.0
25,Excel Skills for Business,Coursera,Macquarie University,Beginner,450.0,4.9,"['"" Data Visualization""', '"" Business Analysis""', '"" Databases""', '"" Plot (Graphics)""', '{"" Spreadsheet Software""', '"" Microsoft Excel""', '"" Data Analysis""', '"" Finance""', '"" Leadership and Management""}', '"" Data Model""']",0.0
26,Applied Software Engineering Fundamentals,Coursera,IBM,Beginner,450.0,4.6,"['"" Communication""', '"" Collaboration""', '"" Software Engineering Tools""', '"" Computer Programming""', '"" Software Architecture""', '"" Software-Defined Networking""', '"" Linux""', '"" Product Management""', '"" Data Analysis""', '"" Leadership and Management""', '"" Mergers & Acquisitions""}', '"" Application Development""', '"" Software Engineering""', '{"" Python Programming""', '"" Agile Software Development""', '"" Programming Principles""']",0.0
27,Generative AI with Large Language Models,Coursera,DeepLearning.AI,Intermediate,35.0,4.8,"['"" Natural Language Processing""', '{"" Machine Learning""', '"" Python Programming""}']",0.0
28,Google Advanced Data Analytics,Coursera,Google,Advanced,450.0,4.7,"['"" Regression""', '"" Machine Learning""', '"" Python Programming""', '{"" Communication""', '"" Statistical Analysis""', '"" Planning""', '"" General Statistics""', '"" Data Analysis""', '"" Tableau Software""}', '"" Computer Programming""', '"" Exploratory Data Analysis""', '"" Project Management""', '"" Probability Distribution""']",0.0
29,"DevOps, Cloud, and Agile Foundations",Coursera,IBM,Beginner,450.0,4.7,"['"" Cloud Infrastructure""', '{"" DevOps""', '"" Cloud Storage""', '"" Continuous Delivery""', '"" Continuous Integration""', '"" Scrum (Software Development)""', '"" Leadership and Management""}', '"" Software Engineering""', '"" Cloud Computing""', '"" IBM Cloud""', '"" Cloud Platforms""', '"" Agile Software Development""', '"" Cloud Applications""']",0.0
30,Meta Front-End Developer,Coursera,Meta,Beginner,450.0,4.7,"['"" Javascript""', '"" Web Design""', '"" Communication""', '"" Interactive Design""', '"" Linux""', '"" Web Development""', '"" Web Development Tools""', '"" Software Testing""}', '"" Collaboration""', '"" Software Engineering Tools""', '"" Algorithms""', '"" Software Engineering""', '{"" HTML and CSS""', '"" Human Computer Interaction""', '"" Problem Solving""', '"" React (web framework)""', '"" Computer Science""', '"" Product Design""', '"" User Experience""', '"" Computer Programming""', '"" Data Structures""', '"" Front-End Web Development""', '"" Application Development""']",0.0
31,Cloud Application Development Foundations,Coursera,IBM,Beginner,450.0,4.6,"['"" Javascript""', '"" Cloud Infrastructure""', '"" Continuous Delivery""', '"" Web Development""', '"" Web Development Tools""', '"" Software As A Service""', '"" Cloud Management""', '"" React (web framework)""}', '"" NoSQL""', '"" IBM Cloud""', '"" Cloud Applications""', '"" Cloud API""', '"" Continuous Integration""', '"" Computer Science""', '{"" Cloud Computing""', '"" Computer Programming""', '"" Cloud Platforms""', '"" DevOps""', '"" Cloud Storage""']",0.0
32,Foundations of Project Management,Coursera,Google,Beginner,35.0,4.9,"['{"" Project Management""', '"" Communication""', '"" Strategy and Operations""', '"" Organizational Development""', '"" Change Management""', '"" Business Communication""', '"" Culture""', '"" Leadership and Management""', '"" Influencing""', '"" People Management""', '"" Emotional Intelligence""', '"" Planning""}']",0.0
33,Foundations of Cybersecurity,Coursera,Google,Beginner,35.0,4.9,"['{"" Linux""', '"" Leadership and Management""', '"" SQL""}', '"" Computer Programming""']",0.0
34,IBM IT Support,Coursera,IBM,Beginner,450.0,4.7,"['"" Cloud Infrastructure""', '"" Communication""', '"" Security Engineering""', '"" Network Security""', '"" System Security""', '"" Operating Systems""', '"" Leadership and Management""', '"" Information Technology""', '"" Network Architecture""', '"" Cryptography""', '"" Databases""', '"" Networking Hardware""', '"" Computer Networking""', '"" IBM Cloud""', '"" Cloud Applications""', '"" Cyberattacks""', '"" Computer Programming""', '"" Cloud Computing""', '{"" Customer Success""', '"" Cloud Platforms""', '"" DevOps""', '"" Customer Support""', '"" Strategy and Operations""', '"" Software Engineering""}', '"" Cloud Storage""']",0.0
35,"Foundations: Data, Data, Everywhere",Coursera,Google,Beginner,150.0,4.8,"['"" Spreadsheet Software""', '"" Data Visualization""', '"" Business Analysis""', '"" Data Science""', '"" Databases""', '"" SQL""', '{"" Data Analysis""', '"" Microsoft Excel""}']",0.0
36,IBM IT Project Manager,Coursera,SkillUp EdTech,Beginner,450.0,4.8,"['"" Communication""', '"" Operating Systems""', '"" Product Management""', '"" Leadership and Management""', '"" Information Technology""', '"" Software Engineering Tools""', '"" Software Architecture""', '{"" Software Engineering""', '"" Risk Management""}', '"" IBM Cloud""', '"" Cloud Applications""', '"" Project Management""', '"" Agile Software Development""', '"" Cloud Computing""', '"" Computer Programming""', '"" Python Programming""', '"" Software-Defined Networking""', '"" Scrum (Software Development)""', '"" Application Development""', '"" Programming Principles""']",0.0
37,Google IT Automation with Python,Coursera,Google,Beginner,450.0,4.7,"['"" Data Structures""', '"" Collaboration""', '"" Problem Solving""', '"" Python Programming""}', '"" Google Cloud Platform""', '"" Leadership and Management""', '{"" Cloud Computing""', '"" Computer Programming""', '"" Cloud Platforms""']",0.0
38,Information Technology (IT) and Cloud Fundamentals,Coursera,IBM,Beginner,450.0,4.7,"['"" Cloud Infrastructure""', '"" Security Engineering""', '"" Network Security""', '"" System Security""', '"" Operating Systems""', '"" Network Architecture""', '"" Cryptography""', '"" Databases""', '"" Networking Hardware""', '"" Computer Networking""', '"" IBM Cloud""', '"" Cloud Applications""', '"" Cyberattacks""', '{"" Cloud Computing""', '"" Computer Programming""', '"" Cloud Platforms""', '"" DevOps""', '"" Software Engineering""}', '"" Cloud Storage""']",0.0
39,Prompt Engineering,Coursera,Vanderbilt University,Beginner,150.0,4.8,"['"" Data Analysis""', '"" Writing""}', '{"" Creativity""', '"" Problem Solving""']",0.0
40,Microsoft Power BI Data Analyst,Coursera,Microsoft,Beginner,450.0,4.6,"['"" Load""', '"" Data Management""', '"" Microsoft Excel""', '"" Power BI""', '"" Data Mining""', '"" Transform""', '"" SQL""}', '"" Data Model""', '{"" Data Analysis""', '"" Extract""']",0.0
41,IBM Data Warehouse Engineer,Coursera,IBM,Beginner,450.0,4.7,"['"" Data Science""}', '"" Network Security""', '"" Linux""', '"" Big Data""', '"" Leadership and Management""', '"" Database Theory""', '"" Data Warehousing""', '"" Load""', '"" Databases""', '"" Software Architecture""', '"" Distributed Computing Architecture""', '"" Data Analysis""', '"" Data Architecture""', '"" Data Model""', '"" NoSQL""', '"" IBM Cloud""', '"" Professional Development""', '"" Database Application""', '"" Database Administration""', '"" SQL""', '"" Computer Programming""', '"" Cloud Computing""', '"" Extract""', '"" Data Engineering""', '"" Python Programming""', '"" Business Intelligence""', '"" Data Structures""', '"" Computational Thinking""', '"" Apache""', '{"" Data Management""', '"" Transform""', '"" Database Design""', '"" PostgreSQL""']",0.0
42,IBM Cybersecurity Analyst,Coursera,IBM,Beginner,450.0,4.6,"['"" Security Strategy""', '"" Network Security""', '{"" Cryptography""', '"" Linux""', '"" Operating Systems""', '"" Leadership and Management""', '"" System Security""}', '"" Databases""', '"" Mobile Security""', '"" Networking Hardware""', '"" Cyberattacks""', '"" Security Software""', '"" Computer Security Incident Management""', '"" SQL""', '"" Computer Programming""', '"" Cloud Computing""', '"" DevOps""', '"" Python Programming""', '"" System Software""', '"" Software Security""']",0.0
43,AI For Everyone,Coursera,DeepLearning.AI,Beginner,35.0,4.8,"['"" Machine Learning""', '"" Business Transformation""', '{"" Data Science""', '"" Planning""', '"" Project Management""}', '"" Artificial Neural Networks""', '"" Human Learning""', '"" Deep Learning""']",0.0
44,Supervised Machine Learning: Regression and Classification,Coursera,DeepLearning.AI,Beginner,35.0,4.9,"['"" Regression""', '"" Applied Machine Learning""', '{"" Machine Learning""', '"" Critical Thinking""', '"" Mathematics""', '"" Python Programming""}', '"" Statistical Machine Learning""', '"" Machine Learning Software""', '"" Algorithms""', '"" Machine Learning Algorithms""']",0.0
45,IBM Front-End Developer,Coursera,IBM,Beginner,450.0,4.6,"['"" Javascript""', '"" Cloud Infrastructure""', '"" Communication""', '"" Mergers & Acquisitions""', '"" Continuous Delivery""', '"" Web Development""', '"" Web Development Tools""', '"" Product Management""', '"" Leadership and Management""', '"" Software As A Service""', '"" Cloud Management""', '"" Collaboration""', '"" Software Engineering Tools""', '"" Software Architecture""', '{"" Software Engineering""', '"" NoSQL""', '"" IBM Cloud""', '"" Cloud Applications""', '"" Agile Software Development""', '"" Cloud API""', '"" Continuous Integration""', '"" React (web framework)""', '"" Strategy""}', '"" Cloud Computing""', '"" Computer Programming""', '"" Cloud Platforms""', '"" DevOps""', '"" Python Programming""', '"" Software-Defined Networking""', '"" Front-End Web Development""', '"" Application Development""', '"" Programming Principles""']",0.0
46,Technical Support Fundamentals,Coursera,Google,Beginner,150.0,4.8,"['{"" Communication""', '"" Computer Architecture""', '"" Networking Hardware""}', '"" Computer Networking""', '"" Customer Support""']",0.0
47,Business Foundations,Coursera,University of Pennsylvania,Beginner,450.0,4.7,"['"" Customer Analysis""', '"" Communication""', '"" Generally Accepted Accounting Principles (GAAP)""', '"" Market Analysis""', '"" Financial Analysis""', '"" Cash Management""', '"" Product Marketing""', '"" Entrepreneurship""', '"" Leadership and Management""', '{"" Accounting""', '"" Budget Management""', '"" Marketing""', '"" Brand Management""', '"" General Accounting""', '"" Account Management""', '"" Business Analysis""', '"" Financial Accounting""', '"" Cost Accounting""', '"" Marketing Design""', '"" Finance""', '"" Data Analysis""', '"" Talent Management""', '"" Performance Management""', '"" Decision Making""', '"" Strategy""', '"" Customer Relationship Management""', '"" Product Strategy""', '"" Change Management""', '"" Operations Management""}', '"" Human Resources""', '"" Digital Marketing""', '"" Mathematical Theory & Analysis""', '"" Accounts Payable and Receivable""', '"" Strategy and Operations""', '"" People Analysis""', '"" Human Resources Operations""']",0.0
48,"BI Foundations with SQL, ETL and Data Warehousing",Coursera,IBM,Beginner,450.0,4.6,"['"" Linux""', '"" Big Data""', '"" Leadership and Management""', '"" Database Theory""', '"" Data Warehousing""', '"" Load""', '"" Databases""', '"" Software Architecture""', '"" Distributed Computing Architecture""', '"" Data Analysis""', '"" Database Application""', '"" Database Administration""', '"" SQL""', '"" Cloud Computing""', '"" Computer Programming""', '"" Extract""', '"" Python Programming""', '"" Business Intelligence""', '"" IBM Cloud""}', '"" Computational Thinking""', '"" Apache""', '{"" Data Management""', '"" Transform""', '"" Database Design""']",0.0
49,AI Foundations for Everyone,Coursera,IBM,Beginner,450.0,4.7,"['"" Machine Learning""', '"" Applied Machine Learning""', '"" Computer Vision""', '"" Data Science""}', '"" Cloud API""', '"" Natural Language Processing""', '"" Computer Programming""', '"" Artificial Neural Networks""', '"" Machine Learning Software""', '{"" Human Learning""', '"" Cloud Computing""', '"" Data Analysis""', '"" Deep Learning""', '"" Algorithms""', '"" IBM Cloud""', '"" Machine Learning Algorithms""', '"" Human Computer Interaction""']",0.0
50,IBM IT Scrum Master,Coursera,SkillUp EdTech,Beginner,450.0,4.8,"['"" Communication""', '"" Continuous Delivery""', '"" Operating Systems""', '"" Product Management""', '"" Leadership and Management""', '"" Information Technology""', '"" Software Engineering Tools""', '"" Software Architecture""', '"" Software Engineering""', '"" IBM Cloud""', '"" Cloud Applications""', '"" Project Management""', '"" Agile Software Development""', '"" Continuous Integration""', '"" Python Programming""}', '"" Cloud Computing""', '"" Computer Programming""', '{"" DevOps""', '"" Software-Defined Networking""', '"" Scrum (Software Development)""', '"" Application Development""', '"" Programming Principles""']",0.0
51,IBM Project Manager,Coursera,SkillUp EdTech,Beginner,450.0,4.8,"['"" Communication""', '"" Business Analysis""', '"" Scrum (Software Development)""', '{"" Software Engineering""', '"" Risk Management""}', '"" Leadership and Management""', '"" Project Management""', '"" Agile Software Development""']",0.0
