course_id,title,platform,provider,level,duration,rating,skills,price
97,Advanced Learning Algorithms,Coursera,DeepLearning.AI,Beginner,35.0,4.9,"['"" Machine Learning""', '{"" Applied Machine Learning""', '"" Network Model""', '"" Python Programming""}', '"" Artificial Neural Networks""', '"" Machine Learning Software""', '"" Tensorflow""', '"" Algorithms""', '"" Deep Learning""', '"" Machine Learning Algorithms""']",0.0
98,Preparing for Google Cloud Certification: Cloud Engineer,Coursera,Google Cloud,Intermediate,450.0,4.7,"['"" Cloud Infrastructure""', '"" Cloud Standards""', '"" Google Cloud Platform""', '"" Cloud Engineering""', '"" Cloud Management""', '"" Network Architecture""', '"" Computer Architecture""', '"" Computer Programming Tools""', '"" Computer Networking""', '"" Google App Engine""', '"" Cloud Applications""', '"" Kubernetes""', '"" Leadership and Management""}', '"" Billing & Invoicing""', '{"" Cloud Computing""', '"" Computer Programming""', '"" Cloud Platforms""', '"" DevOps""', '"" Cloud-Based Integration""', '"" Other Cloud Platforms and Tools""', '"" Cloud Storage""']",0.0
99,Architecting with Google Compute Engine,Coursera,Google Cloud,Intermediate,450.0,4.7,"['"" Cloud Infrastructure""', '{"" Cloud Applications""', '"" Cloud Management""', '"" Network Architecture""', '"" Kubernetes""', '"" Cloud Storage""', '"" Google App Engine""', '"" Computer Programming""', '"" Cloud-Based Integration""', '"" Google Cloud Platform""', '"" Leadership and Management""}', '"" Cloud Computing""', '"" Cloud Engineering""', '"" Cloud Platforms""', '"" Computer Networking""', '"" Other Cloud Platforms and Tools""']",0.0
100,Prepare Data for Exploration,Coursera,Google,Beginner,150.0,4.8,"['"" Databases""', '"" Spreadsheet Software""}', '"" Microsoft Excel""', '"" Data Analysis""', '{"" Data Management""', '"" SQL""']",0.0
101,Neural Networks and Deep Learning,Coursera,DeepLearning.AI,Intermediate,35.0,4.9,"['"" Regression""', '"" Machine Learning""', '"" Python Programming""', '"" Network Architecture""', '{"" Artificial Neural Networks""', '"" Calculus""', '"" Network Model""', '"" Human Learning""', '"" Mathematics""}', '"" Deep Learning""', '"" Computer Programming""', '"" Machine Learning Algorithms""']",0.0
102,Microsoft 365 Fundamentals,Coursera,Microsoft,Beginner,450.0,4.7,"['"" Communication""', '"" Data Visualization""', '"" Critical Thinking""', '"" Visualization (Computer Graphics)""', '"" Research and Design""', '"" Software Architecture""}', '"" Computer Graphics""', '"" Spreadsheet Software""', '"" Collaboration""', '"" Databases""', '"" Marketing Design""', '"" Data Analysis""', '"" Data Model""', '"" Operational Analysis""', '"" User Experience Design""', '"" Graphic Design""', '"" Business Communication""', '"" User Experience""', '"" Writing""', '"" Data Analysis Software""', '"" Computer Graphic Techniques""', '"" Statistical Visualization""', '"" Interactive Data Visualization""', '"" Microsoft Excel""', '{"" Visual Design""']",0.0
103,Leading the Modern Day Business,Coursera,University of Virginia,Beginner,450.0,4.7,"['{"" Leadership and Management""', '"" Sales""', '"" Marketing""', '"" Innovation""', '"" Strategy""', '"" Business Transformation""', '"" Strategy and Operations""', '"" Business Analysis""', '"" Planning""', '"" Product Strategy""', '"" Product Management""', '"" Entrepreneurship""', '"" Storytelling""}', '"" Creativity""', '"" Business Process Management""']",0.0
104,Gestión de Proyectos de Google,Coursera,Google,Beginner,450.0,4.9,"['"" Communication""', '"" Organizational Development""', '"" Planning""', '"" Critical Thinking""', '"" Product Management""', '"" Product Development""', '"" Budget Management""', '"" Media Strategy & Planning""', '"" Collaboration""', '"" Natural Language Processing""', '"" Supply Chain and Logistics""}', '"" Software Engineering""', '"" Risk Management""', '"" Project Management""', '"" Agile Software Development""', '"" Strategy""', '"" Decision Making""', '"" Probability & Statistics""', '"" Change Management""', '"" Business Communication""', '{"" Leadership and Management""', '"" Adaptability""', '"" Process Analysis""', '"" Strategy and Operations""', '"" Scrum (Software Development)""', '"" Search Engine Optimization""']",0.0
105,Digital Product Management,Coursera,University of Virginia,Beginner,450.0,4.7,"['"" Customer Analysis""', '"" Communication""', '"" Continuous Delivery""', '"" Planning""', '"" Product Management""', '"" Product Development""', '"" Research and Design""', '"" Leadership and Management""', '"" Business Analysis""', '"" Data Analysis""', '"" Software Engineering""', '"" Project Management""', '"" Strategy""}', '"" Product Design""', '"" Product Strategy""', '"" User Experience""', '{"" Agile Software Development""', '"" Design and Product""', '"" Probability Distribution""']",0.0
106,Modern Project Management,Coursera,SkillUp EdTech,Beginner,450.0,4.6,"['"" Risk Management""}', '"" Communication""', '"" Project Management""', '{"" Business Analysis""']",0.0
107,Graphic Design,Coursera,California Institute of the Arts,Beginner,450.0,4.7,"['"" Communication""', '"" Computer Graphic Techniques""', '"" Geometry""', '"" Visualization (Computer Graphics)""', '"" Visual Design""', '"" Interactive Design""}', '"" Design and Product""', '{"" Graphic Design""', '"" Creativity""', '"" Computer Graphics""']",0.0
108,Leadership Skills,Coursera,IIMA - IIM Ahmedabad,Beginner,150.0,4.8,"['"" Conflict Management""', '{"" Communication""', '"" People Management""}', '"" Leadership and Management""']",0.0
109,Improve Your English Communication Skills,Coursera,Georgia Institute of Technology,Beginner,450.0,4.7,"['"" Writing""', '{"" Communication""', '"" Business Communication""', '"" Professional Development""}']",0.0
110,The Materiality of ESG Factors,Coursera,University of Pennsylvania,Beginner,450.0,4.7,"['"" Resilience""', '"" Public Relations""', '"" Leadership Development""', '"" Financial Analysis""', '"" Organizational Development""', '"" Critical Thinking""', '"" Leadership and Management""', '"" Investment Management""', '"" Innovation""', '{"" Risk Management""', '"" Business Analysis""', '"" Conflict Management""', '"" Business Research""', '"" Finance""', '"" Data Analysis""', '"" Performance Management""', '"" Decision Making""', '"" Strategy""', '"" Business Transformation""', '"" Change Management""', '"" Regulations and Compliance""', '"" Human Resources""', '"" Supplier Relationship Management""}', '"" Strategy and Operations""', '"" People Development""', '"" Supply Chain and Logistics""']",0.0
111,Regulatory Compliance,Coursera,University of Pennsylvania,Intermediate,450.0,4.8,"['"" Brand Management""', '"" Communication""', '{"" Regulations and Compliance""', '"" Strategy""', '"" Decision Making""', '"" Strategy and Operations""', '"" Organizational Development""', '"" Critical Thinking""', '"" Employee Relations""', '"" Problem Solving""', '"" Operations Management""', '"" Finance""', '"" Data Management""}', '"" Leadership and Management""', '"" Risk Management""']",0.0
112,Preparing for Google Cloud Certification: Machine Learning Engineer,Coursera,Google Cloud,Intermediate,450.0,4.6,"['"" Regression""', '{"" Machine Learning""', '"" Data Visualization""', '"" Google Cloud Platform""', '"" Machine Learning Software""', '"" Big Data""', '"" Feature Engineering""', '"" Load""', '"" Statistical Programming""', '"" Data Analysis""', '"" Algorithms""', '"" Exploratory Data Analysis""', '"" Cloud API""', '"" Continuous Integration""', '"" Probability & Statistics""', '"" Human Learning""', '"" Tensorflow""', '"" Deep Learning""', '"" Cloud Computing""', '"" SQL""', '"" Cloud Platforms""', '"" DevOps""', '"" Machine Learning Algorithms""', '"" Extract""', '"" Training""', '"" Applied Machine Learning""', '"" Python Programming""', '"" Statistical Visualization""', '"" Apache""', '"" Artificial Neural Networks""', '"" Cloud-Based Integration""', '"" Docker (Software)""}', '"" Transform""']",0.0
113,Tools of the Trade: Linux and SQL,Coursera,Google,Beginner,35.0,4.8,"['"" Databases""', '{"" Linux""', '"" SQL""}']",0.0
114,Preparing for Google Cloud Certification: Cloud DevOps Engineer,Coursera,Google Cloud,Beginner,450.0,4.7,"['"" Cloud Infrastructure""', '"" Communication""', '"" Culture""}', '"" Product Management""', '"" Google Cloud Platform""', '"" Product Development""', '"" Research and Design""', '"" Docker (Software)""', '"" Entrepreneurship""', '"" Leadership and Management""', '"" Cloud Engineering""', '"" Cloud Management""', '"" Collaboration""', '"" Cloud Applications""', '"" Google App Engine""', '"" Kubernetes""', '"" Cloud Computing""', '"" Cloud Platforms""', '{"" DevOps""', '"" Strategy and Operations""', '"" Cloud-Based Integration""', '"" Other Cloud Platforms and Tools""', '"" Design and Product""', '"" Cloud Storage""']",0.0
115,Google Cloud Database Engineer,Coursera,Google Cloud,Intermediate,450.0,4.7,"['"" Cloud Infrastructure""', '"" Google Cloud Platform""', '"" Cloud Engineering""', '"" Cloud Management""', '"" Databases""', '"" Data Analysis""', '"" Google App Engine""', '"" Cloud Applications""', '"" Database Application""', '"" Kubernetes""', '"" Database Administration""', '"" Data Management""', '"" SQL""', '{"" Cloud Computing""', '"" Cloud Platforms""', '"" Cloud-Based Integration""', '"" PostgreSQL""}', '"" Other Cloud Platforms and Tools""', '"" Cloud Storage""']",0.0
116,Project Planning: Putting It All Together,Coursera,Google,Beginner,150.0,4.8,"['{"" Project Management""', '"" Communication""', '"" Strategy and Operations""', '"" Planning""', '"" Procurement""}', '"" Finance""', '"" Entrepreneurship""', '"" Leadership and Management""', '"" Risk Management""', '"" Budget Management""', '"" Supply Chain and Logistics""']",0.0
117,The Science of Well-Being,Coursera,Yale University,All Levels,150.0,4.9,"['{""(36.9k reviews)""}']",0.0
118,AWS Cloud Technology Consultant,Coursera,Amazon Web Services,Beginner,450.0,4.8,"['{"" Amazon Web Services""', '"" Cloud Infrastructure""', '"" Python Programming""', '"" Software Testing""', '"" Cloud API""', '"" Continuous Integration""', '"" Strategy""', '"" Software Architecture""', '"" Web Development""}', '"" Project Management""', '"" Data Analysis""', '"" Data Architecture""', '"" Leadership and Management""', '"" Cloud Computing""', '"" Cloud Storage""', '"" Information Technology""', '"" DevOps""', '"" Customer Support""']",0.0
119,Architecting with Google Kubernetes Engine,Coursera,Google Cloud,Beginner,450.0,4.7,"['"" Cloud Infrastructure""', '"" Cloud Management""', '"" Kubernetes""', '"" Cloud Storage""', '"" Google App Engine""', '"" Account Management""}', '"" Cloud Standards""', '"" Cloud-Based Integration""', '"" Google Cloud Platform""', '"" Billing & Invoicing""', '{"" Cloud Computing""', '"" Other Cloud Platforms and Tools""', '"" Cloud Platforms""', '"" DevOps""', '"" Cloud Applications""', '"" Cloud Engineering""']",0.0
120,Writing in the Sciences,Coursera,Stanford University,Beginner,150.0,4.9,"['{"" Writing""}']",0.0
121,Foundations of Positive Psychology,Coursera,University of Pennsylvania,Beginner,450.0,4.8,"['{"" Resilience""}']",0.0
122,"Start the UX Design Process: Empathize, Define, and Ideate",Coursera,Google,Beginner,35.0,4.8,"['"" User Experience Design""', '"" User Research""}', '{"" Audit""', '"" Collaboration""', '"" User Experience""', '"" Human Computer Interaction""']",0.0
123,Preparing for Google Cloud Certification: Cloud Developer,Coursera,Google Cloud,Intermediate,450.0,4.7,"['"" Cloud Infrastructure""', '"" Google Cloud Platform""', '"" Docker (Software)""', '"" Cloud Engineering""', '"" Cloud Management""', '"" Computer Architecture""', '"" Software Architecture""', '"" Back-End Web Development""', '"" Google App Engine""', '{"" Cloud Applications""', '"" Cloud API""', '"" Cloud Computing""', '"" Cloud Platforms""', '"" DevOps""', '"" Kubernetes""}', '"" Cloud-Based Integration""', '"" Cloud Load Balancing""', '"" Application Development""', '"" Other Cloud Platforms and Tools""', '"" Cloud Storage""']",0.0
124,What is Data Science?,Coursera,IBM,Beginner,35.0,4.7,"['"" Regression""', '"" Machine Learning""', '{"" Data Science""', '"" Data Analysis""', '"" Big Data""', '"" Data Mining""', '"" Deep Learning""', '"" Writing""}']",0.0
125,Attract and Engage Customers with Digital Marketing,Coursera,Google,Beginner,35.0,4.8,"['"" Web Design""', '"" Marketing""', '"" Advertising""', '"" Marketing Management""', '"" Web Development""', '"" Web Development Tools""}', '"" Search Engine Optimization""', '{"" Digital Marketing""', '"" Media Strategy & Planning""', '"" Persona Research""']",0.0
126,AWS Cloud Solutions Architect,Coursera,Amazon Web Services,Intermediate,450.0,4.8,"['"" Cloud Infrastructure""', '"" Machine Learning""', '"" Data Visualization""', '"" Big Data""', '"" Software Architecture""}', '"" Leadership and Management""', '"" Cloud Engineering""', '"" Data Warehousing""', '"" Cloud Management""', '"" Load""', '"" Data Analysis""', '"" Data Architecture""', '"" Cloud Applications""', '{"" Amazon Web Services""', '"" Data Management""', '"" Cloud Computing""', '"" Cloud Platforms""', '"" Extract""', '"" Transform""', '"" Database Design""', '"" Cloud Storage""']",0.0
127,Learn SQL Basics for Data Science,Coursera,"University of California, Davis",Beginner,450.0,4.6,"['"" Data Science""}', '"" Critical Thinking""', '"" Big Data""', '"" Database Theory""', '"" Business Analysis""', '"" Load""', '"" Distributed Computing Architecture""', '"" Data Analysis""', '"" Data Architecture""', '"" Computer Programming Tools""', '"" Data Model""', '"" Exploratory Data Analysis""', '"" Database Application""', '"" Problem Solving""', '"" Database Administration""', '"" Data Management""', '"" SQL""', '"" Extract""', '"" Statistical Tests""', '"" Apache""', '{"" Databases""', '"" Database Design""', '"" Transform""']",0.0
128,Introduction to Psychology,Coursera,Yale University,Beginner,150.0,4.9,"['{"" Critical Thinking""}']",0.0
129,Construction Management,Coursera,Columbia University,Beginner,450.0,4.7,"['"" Market Analysis""', '"" Financial Analysis""', '"" Planning""', '"" Critical Thinking""', '"" Human Factors (Security)""}', '"" Entrepreneurship""', '"" Investment Management""', '"" Leadership and Management""', '"" Budget Management""', '"" Computational Logic""', '"" Innovation""', '"" Financial Management""', '"" Collaboration""', '"" Financial Accounting""', '"" Cost Accounting""', '"" Operations Management""', '"" Finance""', '"" Risk Management""', '"" Performance Management""', '"" Decision Making""', '"" Strategy""', '"" Network Model""', '"" Accounting""', '"" Business Transformation""', '"" Change Management""', '"" Mathematical Theory & Analysis""', '"" Estimation""', '{"" Project Management""', '"" Process Analysis""', '"" Statistical Visualization""', '"" Strategy and Operations""', '"" Supply Chain and Logistics""']",0.0
130,Salesforce Sales Operations,Coursera,Salesforce,Beginner,450.0,4.6,"['"" Marketing""', '"" Account Management""', '"" Sales Systems""', '"" Strategy""', '"" Strategy and Operations""', '"" Customer Relationship Management""', '"" Databases""', '"" Business Analysis""', '"" Operations Management""', '"" B2B Sales""', '"" Salesforce""', '"" Data Visualization Software""', '"" Data Visualization""}', '"" Leadership and Management""', '"" Customer Success""', '{"" Sales""', '"" Business Process Management""']",0.0
131,Preparing for Google Cloud Certification: Cloud Security Engineer,Coursera,Google Cloud,Intermediate,450.0,4.7,"['"" Cloud Infrastructure""', '"" Security Strategy""', '"" Security Engineering""', '"" Network Security""', '"" System Security""', '"" Google Cloud Platform""', '"" Computer Security Models""', '"" Cloud Engineering""', '"" Cloud Management""', '"" Network Architecture""', '"" Computer Networking""', '"" Google App Engine""', '"" Cloud Applications""', '"" Kubernetes""', '"" Network Model""', '"" Security Software""', '"" Leadership and Management""}', '"" Computer Security Incident Management""', '{"" Cloud Computing""', '"" Cloud Platforms""', '"" Software-Defined Networking""', '"" Software Security""', '"" Cloud-Based Integration""', '"" Other Cloud Platforms and Tools""', '"" Cloud Storage""']",0.0
132,AWS Fundamentals,Coursera,Amazon Web Services,Beginner,450.0,4.8,"['"" Cloud Infrastructure""', '"" Security Strategy""', '"" Security Engineering""', '"" Continuous Delivery""', '"" Network Security""', '"" System Security""', '"" Cloud Standards""', '"" Computer Security Models""', '"" Leadership and Management""', '"" Cloud Engineering""', '"" Data Analysis""}', '"" Cloud Management""', '"" Databases""', '"" Software Architecture""', '"" Distributed Computing Architecture""', '"" Data Architecture""', '"" Computer Programming Tools""', '"" Cloud Applications""', '{"" Amazon Web Services""', '"" Cloud API""', '"" Data Management""', '"" Security Software""', '"" Cloud Computing""', '"" Cloud Platforms""', '"" Cloud-Based Integration""', '"" Database Design""', '"" Cloud Storage""']",0.0
133,Data Analysis and Presentation Skills: the PwC Approach,Coursera,PwC,Beginner,450.0,4.6,"['"" Customer Analysis""', '"" Communication""', '"" Data Visualization""', '"" Critical Thinking""', '"" Big Data""', '"" Storytelling""', '"" Spreadsheet Software""', '"" Business Analysis""', '"" Load""', '"" Data Model""', '"" Exploratory Data Analysis""', '"" Statistical Analysis""', '"" Professional Development""', '"" Business Process Management""', '"" Planning""}', '"" Problem Solving""', '"" Decision Making""', '"" Data Management""', '"" Business Communication""', '"" Forecasting""', '"" Extract""', '"" Data Analysis Software""', '"" Statistical Visualization""', '"" Interactive Data Visualization""', '"" Microsoft Excel""', '"" Visual Design""', '"" General Statistics""', '"" Data Visualization Software""', '"" Transform""', '{"" Data Analysis""']",0.0
134,Developing Applications with Google Cloud,Coursera,Google Cloud,Intermediate,450.0,4.7,"['"" Cloud Infrastructure""', '"" Cloud Management""', '"" Cloud API""', '"" Cloud Storage""', '"" Google App Engine""', '"" Computer Architecture""', '"" Software Architecture""', '"" Kubernetes""}', '"" Cloud-Based Integration""', '"" Google Cloud Platform""', '{"" Cloud Computing""', '"" Other Cloud Platforms and Tools""', '"" Application Development""', '"" Cloud Platforms""', '"" Back-End Web Development""', '"" Cloud Applications""', '"" Cloud Engineering""']",0.0
135,Supply Chain Management,Coursera,Rutgers the State University of New Jersey,Beginner,450.0,4.7,"['"" Continuous Delivery""', '"" Shipping and Receiving""', '"" Planning""', '"" Critical Thinking""', '"" Material Handling""', '"" Leadership and Management""', '"" Spreadsheet Software""', '"" Transportation Operations Management""', '"" Operations Management""', '"" Data Analysis""', '"" Inventory Management""', '"" Supplier Relationship Management""', '"" Statistical Analysis""', '"" Business Process Management""', '"" Performance Management""}', '"" Strategy""', '"" Probability & Statistics""', '"" Forecasting""', '"" Estimation""', '"" Strategy and Operations""', '"" Microsoft Excel""', '"" Warehouse Management""', '{"" Supply Chain Systems""', '"" Supply Chain and Logistics""']",0.0
136,Google Marketing Digital e E-Commerce,Coursera,Google,Beginner,450.0,4.9,"['"" Marketing""', '"" Search Engine Optimization""', '{"" E-Commerce""', '"" Strategy""}']",0.0
137,Preparing for Google Cloud Certification: Cloud Data Engineer,Coursera,Google Cloud,Intermediate,450.0,4.6,"['"" Cloud Infrastructure""', '"" Machine Learning""', '"" Communication""', '"" Network Security""', '"" Google Cloud Platform""', '"" Machine Learning Software""', '"" Big Data""', '"" Feature Engineering""', '"" Leadership and Management""', '"" Data Warehousing""', '"" Databases""', '"" Statistical Programming""', '"" Distributed Computing Architecture""', '"" Data Analysis""', '"" Data Architecture""', '"" Algorithms""', '"" Computer Networking""', '"" Tensorflow""}', '"" Cloud Applications""', '"" Problem Solving""', '"" Data Management""', '"" Human Learning""', '"" SQL""', '{"" Cloud Computing""', '"" Cloud Platforms""', '"" Machine Learning Algorithms""', '"" Data Analysis Software""', '"" Applied Machine Learning""', '"" Python Programming""', '"" Apache""', '"" Other Cloud Platforms and Tools""', '"" Cloud Storage""']",0.0
138,Diseño de Experiencia del Usuario (UX) de Google,Coursera,Google,Beginner,450.0,4.9,"['"" Web Design""', '"" User Experience Design""', '"" Mobile Development""', '"" Communication""', '"" User Research""', '"" Adaptability""', '"" Product Design""', '"" Graphic Design""', '"" Collaboration""', '"" Planning""', '"" Audit""}', '"" Visual Design""', '"" Research and Design""', '"" Leadership and Management""', '{"" User Experience""', '"" Design and Product""', '"" Persona Research""']",0.0
139,Preparing for Google Cloud Certification: Cloud Network Engineer,Coursera,Google Cloud,Intermediate,450.0,4.7,"['"" Cloud Infrastructure""', '"" Security Strategy""', '"" Network Security""', '"" Google Cloud Platform""', '"" Cloud Engineering""', '"" Cloud Management""', '"" Network Architecture""', '"" Computer Networking""', '"" Google App Engine""', '"" Cloud Applications""', '"" Kubernetes""', '"" Network Model""', '"" Leadership and Management""}', '{"" Cloud Computing""', '"" Cloud Platforms""', '"" Software-Defined Networking""', '"" Cloud-Based Integration""', '"" Other Cloud Platforms and Tools""', '"" Cloud Storage""']",0.0
140,Security in Google Cloud,Coursera,Google Cloud,Intermediate,450.0,4.7,"['"" Cloud Infrastructure""', '"" Security Strategy""', '"" Security Engineering""', '"" Network Security""', '"" System Security""', '"" Computer Security Models""', '"" Cloud Engineering""', '"" Cloud Management""', '"" Google App Engine""', '"" Cloud Applications""', '"" Security Software""', '"" Cloud Computing""', '"" Cloud Platforms""', '"" Kubernetes""}', '"" Software Security""', '"" Cloud-Based Integration""', '{"" Google Cloud Platform""', '"" Other Cloud Platforms and Tools""', '"" Cloud Storage""']",0.0
141,Networking in Google Cloud,Coursera,Google Cloud,Intermediate,450.0,4.7,"['"" Cloud Infrastructure""', '"" Security Strategy""', '"" Network Security""', '"" Google Cloud Platform""', '"" Cloud Engineering""', '"" Cloud Management""', '"" Network Architecture""', '"" Computer Networking""', '"" Google App Engine""', '"" Cloud Applications""', '"" Kubernetes""', '"" Network Model""', '"" Leadership and Management""}', '{"" Cloud Computing""', '"" Cloud Platforms""', '"" Software-Defined Networking""', '"" Cloud-Based Integration""', '"" Other Cloud Platforms and Tools""', '"" Cloud Storage""']",0.0
142,Security Analyst Fundamentals,Coursera,IBM,Beginner,450.0,4.7,"['"" Python Programming""', '{"" Security Strategy""', '"" System Software""', '"" Mobile Security""', '"" Software Security""', '"" Cyberattacks""', '"" Leadership and Management""}', '"" Computer Security Incident Management""', '"" Computer Programming""', '"" DevOps""']",0.0
143,Introduction to Statistics,Coursera,Stanford University,Beginner,150.0,4.6,"['"" Statistical Tests""', '"" Probability & Statistics""', '"" Problem Solving""', '"" Critical Thinking""', '"" Mathematics""', '"" Statistical Visualization""}', '"" Data Analysis""', '{"" General Statistics""', '"" Basic Descriptive Statistics""', '"" Statistical Analysis""']",0.0
144,Introduction to Data Analytics,Coursera,IBM,Beginner,150.0,4.8,"['"" Microsoft Excel""}', '"" Python Programming""', '"" Data Science""', '"" Databases""', '"" Data Management""', '"" SQL""', '"" Data Mining""', '{"" Data Analysis""', '"" NoSQL""', '"" R Programming""']",0.0
145,Introduction to Generative AI,Coursera,Google Cloud,Beginner,35.0,4.6,"['"" Machine Learning""}', '{"" Artificial Neural Networks""', '"" Deep Learning""']",0.0
146,"Data Engineering, Big Data, and Machine Learning on GCP",Coursera,Google Cloud,Intermediate,450.0,4.6,"['"" Cloud Infrastructure""', '"" Machine Learning""', '"" Machine Learning Software""', '"" Big Data""', '"" Feature Engineering""', '"" Data Warehousing""', '"" Databases""', '"" Statistical Programming""', '"" Distributed Computing Architecture""', '"" Data Analysis""', '"" Data Architecture""', '"" Algorithms""', '"" Tensorflow""}', '"" Cloud Applications""', '"" Data Management""', '"" Human Learning""', '"" SQL""', '"" Cloud Computing""', '"" Cloud Platforms""', '"" Machine Learning Algorithms""', '"" Applied Machine Learning""', '"" Python Programming""', '"" Apache""', '{"" Google Cloud Platform""', '"" Other Cloud Platforms and Tools""', '"" Cloud Storage""']",0.0
147,Arizona State University TESOL,Coursera,Arizona State University,Beginner,450.0,4.9,"['"" Strategy""', '"" Planning""', '{"" Human Learning""', '"" Mergers & Acquisitions""}', '"" Writing""']",0.0
148,DevOps on AWS,Coursera,Amazon Web Services,Intermediate,150.0,4.8,"['{"" Amazon Web Services""', '"" Cloud Infrastructure""', '"" Cloud Management""', '"" Software Testing""', '"" Cloud Storage""}', '"" Devops Tools""', '"" Continuous Integration""', '"" Continuous Delivery""', '"" Cloud Standards""', '"" Leadership and Management""', '"" Software Engineering""', '"" Cloud Computing""', '"" Cloud Platforms""', '"" DevOps""', '"" Cloud Applications""']",0.0
149,Process Data from Dirty to Clean,Coursera,Google,Beginner,150.0,4.8,"['"" Spreadsheet Software""', '"" Load""', '"" Databases""', '"" General Statistics""', '"" SQL""', '"" Transform""', '{"" Data Analysis""', '"" Extract""', '"" Microsoft Excel""}']",0.0
150,Agile Project Management,Coursera,Google,Beginner,35.0,4.8,"['"" Communication""', '"" Collaboration""', '"" Strategy and Operations""', '"" Scrum (Software Development)""', '"" Product Management""', '"" Influencing""', '"" Problem Solving""}', '{"" Agile Software Development""', '"" Software Engineering""', '"" Leadership and Management""', '"" Entrepreneurship""', '"" Project Management""']",0.0
151,Microsoft Azure Data Engineering Associate (DP-203),Coursera,Microsoft,Intermediate,450.0,4.4,"['"" Big Data""', '"" Leadership and Management""', '"" Cloud Engineering""', '"" Data Warehousing""', '"" Cloud Management""', '"" Microsoft Azure""', '"" Load""', '"" Databases""', '"" Distributed Computing Architecture""', '"" Data Analysis""', '"" Data Architecture""', '"" Operational Analysis""', '"" NoSQL""', '"" Cloud Applications""', '"" Continuous Integration""', '"" Python Programming""}', '"" SQL""', '"" Cloud Computing""', '"" Cloud Platforms""', '"" Extract""', '"" Data Structures""', '"" Apache""', '"" Cloud-Based Integration""', '"" Warehouse Management""', '{"" Data Management""', '"" Transform""', '"" Cloud Storage""']",0.0
152,Operating Systems and You: Becoming a Power User,Coursera,Google,Beginner,150.0,4.7,"['{"" Linux""', '"" Operating Systems""}', '"" Leadership and Management""']",0.0
153,Linear Algebra for Machine Learning and Data Science,Coursera,DeepLearning.AI,Beginner,35.0,4.5,"['"" Linear Algebra""', '"" Python Programming""', '"" Critical Thinking""', '"" Mathematics""', '{"" Algebra""', '"" Dimensionality Reduction""', '"" Machine Learning""}', '"" Machine Learning Algorithms""', '"" Mathematical Theory & Analysis""']",0.0
154,Generative AI Fundamentals,Coursera,IBM,Beginner,150.0,4.6,"['{"" Machine Learning""}']",0.0
155,ChatGPT Advanced Data Analysis,Coursera,Vanderbilt University,Beginner,150.0,4.9,"['{"" Data Analysis""}']",0.0
156,Business Strategy,Coursera,University of Virginia,Beginner,450.0,4.8,"['"" Sales""', '"" Marketing""', '"" Business Design""', '"" Market Analysis""', '"" Business Transformation""', '"" Decision Making""', '"" Strategy and Operations""', '"" Business Analysis""', '"" Planning""', '"" Product Strategy""', '"" Business Development""', '"" Investment Management""', '"" Finance""', '"" Research and Design""}', '"" Entrepreneurship""', '"" Leadership and Management""', '{"" Strategy""']",0.0
157,Digital Marketing,Coursera,University of Illinois at Urbana-Champaign,Beginner,450.0,4.7,"['"" Communication""', '"" Market Analysis""', '"" Social Media""', '"" Data Visualization""', '"" Critical Thinking""', '"" Media Strategy & Planning""', '"" Innovation""', '"" Marketing""', '"" Brand Management""', '"" Collaboration""', '"" Business Analysis""', '"" Marketing Design""', '"" Data Analysis""', '{"" Digital Marketing""', '"" Exploratory Data Analysis""', '"" Market Research""', '"" Planning""}', '"" Strategy""', '"" Marketing Management""', '"" Decision Making""', '"" Customer Relationship Management""', '"" Business Transformation""', '"" Data Management""', '"" Business Communication""', '"" Data Analysis Software""', '"" Advertising""', '"" Business Intelligence""', '"" Process Analysis""', '"" Interactive Data Visualization""']",0.0
158,"HTML, CSS, and Javascript for Web Developers",Coursera,Johns Hopkins University,All Levels,150.0,4.7,"['"" Javascript""', '{"" Front-End Web Development""', '"" Web Development""}', '"" HTML and CSS""']",0.0
159,Entrepreneurship,Coursera,University of Pennsylvania,Beginner,450.0,4.8,"['"" Financial Analysis""', '"" Planning""', '"" Critical Thinking""', '"" Business Development""', '"" Leadership and Management""', '"" Innovation""', '"" Financial Management""', '"" Marketing""', '"" Business Analysis""', '"" Financial Accounting""', '"" Finance""', '"" Market Research""', '"" User Research""', '"" Strategy""', '"" Decision Making""', '"" Accounting""', '"" Product Strategy""', '"" Business Psychology""', '{"" Entrepreneurship""', '"" Collaboration""}', '"" Business Design""', '"" Adaptability""', '"" Strategy and Operations""', '"" Entrepreneurial Finance""']",0.0
160,Search Engine Optimization (SEO),Coursera,"University of California, Davis",Beginner,450.0,4.6,"['"" Customer Analysis""', '"" Communication""', '"" Market Analysis""', '"" Social Media""', '{"" Marketing""', '"" Critical Thinking""', '"" Audit""', '"" Web Development""', '"" Web Development Tools""', '"" Media Strategy & Planning""', '"" Brand Management""', '"" Marketing Design""', '"" Data Analysis""', '"" Algorithms""', '"" Market Research""', '"" User Experience Design""', '"" User Research""', '"" Strategy""', '"" User Experience""', '"" Influencing""', '"" Digital Marketing""', '"" Writing""', '"" Marketing Psychology""', '"" Web Design""}', '"" Search Engine Optimization""']",0.0
