Link,Institution,Name,Rating,Review,Duration,Spend time per week,Category,Type
https://www.futurelearn.com/courses/4-0-shades-of-digitalisation-for-the-chemical-and-process-industries,University of Padova,4 0 shades of digitalisation for the chemical and process industries,NA,NA,4 weeks,5 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/a-beginners-guide-to-basic-cooking-skills,International Culinary Studio,a beginners guide to basic cooking skills,NA,NA,5 weeks,5 hrs per week,Premium course,courses
https://www.futurelearn.com/courses/a-beginners-guide-to-data-analytics,BoxPlay & FutureLearn,a beginners guide to data analytics,NA,NA,3 weeks,3 hrs per week,Premium course,courses
https://www.futurelearn.com/courses/a-beginners-guide-to-data-handling-and-management-in-excel,Packt & FutureLearn,a beginners guide to data handling and management in excel,NA,NA,3 weeks,3 hrs per week,Premium course,courses
https://www.futurelearn.com/courses/a-beginners-guide-to-docker,Packt & FutureLearn,a beginners guide to docker,NA,NA,2 weeks,3 hrs per week,Premium course,courses
https://www.futurelearn.com/courses/beginners-guide-fashion-design,Bloomsbury Publishing & FutureLearn,beginners guide fashion design,NA,NA,3 weeks,2 hrs per week,Premium course,courses
https://www.futurelearn.com/courses/a-beginners-guide-to-film-genres,Film Distributors' Association,a beginners guide to film genres,4.6,(38 reviews),4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/a-beginners-guide-to-giving-and-receiving-feedback,University of Southern Queensland,a beginners guide to giving and receiving feedback,NA,NA,4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/healthy-eating,The University of Adelaide,healthy eating,NA,NA,4 weeks,1 hr per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/a-beginners-guide-to-interior-design-principles-and-elements,British Academy of Interior Design,a beginners guide to interior design principles and elements,4.8,(49 reviews),4 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/a-beginners-guide-to-scrum-project-management,Packt & FutureLearn,a beginners guide to scrum project management,NA,NA,2 weeks,2 hrs per week,Premium course,courses
https://www.futurelearn.com/courses/a-beginners-guide-to-vcs-and-git,Packt & FutureLearn,a beginners guide to vcs and git,NA,NA,1 week,2 hrs per week,Premium course,courses
https://www.futurelearn.com/courses/a-beginners-guide-to-web-development-with-html5,Packt & FutureLearn,a beginners guide to web development with html5,NA,NA,2 weeks,3 hrs per week,Premium course,courses
https://www.futurelearn.com/courses/a-beginners-guide-to-c-and-net,Packt & FutureLearn,a beginners guide to c and net,NA,NA,2 weeks,2 hrs per week,Premium course,courses
https://www.futurelearn.com/courses/introduction-to-environmental-science,Central Queensland University,introduction to environmental science,4.5,(37 reviews),4 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/a-beginners-guide-to-java-programming,Packt & FutureLearn,a beginners guide to java programming,NA,NA,3 weeks,2 hrs per week,Premium course,courses
https://www.futurelearn.com/courses/a-beginners-guide-to-kubernetes-for-container-orchestration,Packt & FutureLearn,a beginners guide to kubernetes for container orchestration,NA,NA,3 weeks,2 hrs per week,Premium course,courses
https://www.futurelearn.com/courses/english-for-study,University of Reading,english for study,4.9,(436 reviews),5 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/a-deeper-understanding-of-autism,The University of Kent,a deeper understanding of autism,NA,NA,4 weeks,3 hrs per week,NA,courses
https://www.futurelearn.com/courses/a-global-history-of-sex-and-gender,The University of Glasgow,a global history of sex and gender,4.5,(105 reviews),4 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/public-health-history,London School of Hygiene & Tropical Medicine,public health history,4.6,(59 reviews),3 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/royal-fashion,The University of Glasgow & Historic Royal Palaces,royal fashion,4.8,(716 reviews),5 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/tudor-entertainment,Historic Royal Palaces,tudor entertainment,4.7,(64 reviews),3 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/transfer-medicine,UCL (University College London),transfer medicine,4.7,(36 reviews),4 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/just-transition-to-a-low-carbon-economy,The University of the West Indies,just transition to a low carbon economy,NA,NA,3 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/nutrition-sensitive-agriculture,University of Leeds & University of Pretoria,nutrition sensitive agriculture,4.5,(23 reviews),2 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/a-panoramic-view-of-china,Shanghai International Studies University (SISU),a panoramic view of china,NA,NA,8 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/guide-to-university-entry,University of Reading,guide to university entry,4.7,(28 reviews),2 weeks,2 hrs per week,Free digital upgrade,courses
https://www.futurelearn.com/courses/a-reporters-toolkit-for-the-digital-and-social-media-age-sc,The University of Kent,a reporters toolkit for the digital and social media age sc,NA,NA,4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/a-reporters-toolkit-for-the-digital-and-social-media-age,The University of Kent,a reporters toolkit for the digital and social media age,NA,NA,4 weeks,3 hrs per week,NA,courses
https://www.futurelearn.com/courses/a-survey-of-substance-use-disorder-sc,American Society of Addiction Medicine,a survey of substance use disorder sc,NA,NA,2 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/a-three-step-guide-to-equitable-makerspaces,UCL (University College London),a three step guide to equitable makerspaces,NA,NA,3 weeks,3 hrs per week,Free digital upgrade,courses
https://www.futurelearn.com/courses/methodologies-for-service-design-j,Keio University,methodologies for service design j,NA,NA,4 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/global-studies-cultures-organizations-french,Grenoble Ecole de Management,global studies cultures organizations french,NA,NA,4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/global-studies-global-french,Grenoble Ecole de Management,global studies global french,NA,NA,4 weeks,6 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/japanese-book-paper-j,Keio University,japanese book paper j,NA,NA,3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/japanese-rare-books-culture-j,Keio University,japanese rare books culture j,NA,NA,3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/japanese-rare-books-sino-j,Keio University,japanese rare books sino j,NA,NA,4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/academic-research-methodology,Coventry University,academic research methodology,4.5,(39 reviews),2 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/academic-writing-for-healthcare-students-in-higher-education,"St George's, University of London & Kingston and St George's Faculty of Health, Social Care and Education",academic writing for healthcare students in higher education,NA,NA,3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/academic-writing-for-learners-of-english,UCL (University College London),academic writing for learners of english,4.7,(54 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/accounting-101,INCEIF,accounting 101,NA,NA,3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/accounting-death-war,"Royal Holloway, University of London & Every Casualty Counts",accounting death war,4.4,(10 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/achieving-sustainable-development,Trinity College Dublin,achieving sustainable development,4.8,(49 reviews),4 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/achieving-zero-carbon-sustainable-urban-mobility,"UCL (University College London), EIT Urban Mobility, Transformative Urban Mobility Initiative (TUMI) & ICLEI",achieving zero carbon sustainable urban mobility,4.9,(9 reviews),4 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/active-listening-effective-communicator,"BoxPlay, FutureLearn & CQ: Communication Quotient™",active listening effective communicator,NA,NA,1 week,2 hrs per week,Premium course,courses
https://www.futurelearn.com/courses/costs-and-benefits-in-additive-manufacturing-economic-feasibility-and-implications,EIT RawMaterials & LUT University,costs and benefits in additive manufacturing economic feasibility and implications,4.6,(14 reviews),4 weeks,1 hr per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/business-opportunities-in-additive-manufacturing,EIT RawMaterials & Aalto University,business opportunities in additive manufacturing,4.8,(5 reviews),3 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/industry-specific-introduction-to-additive-manufacturing-impact-on-sustainability,EIT RawMaterials & LUT University,industry specific introduction to additive manufacturing impact on sustainability,NA,NA,3 weeks,3 hrs per week,NA,courses
https://www.futurelearn.com/courses/addressing-violence-patient-care,University of Bergen,addressing violence patient care,4.8,(17 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/advanced-archaeological-remote-sensing,"Durham University, British Council, University of Leicester & University of Oxford",advanced archaeological remote sensing,NA,NA,6 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/advanced-data-visualisation-and-analysis-in-excel,Packt & FutureLearn,advanced data visualisation and analysis in excel,NA,NA,3 weeks,3 hrs per week,Premium course,courses
https://www.futurelearn.com/courses/advanced-precalculus,University of Padova,advanced precalculus,4.8,(17 reviews),4 weeks,5 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/advanced-research-techniques-in-parasitology,Universiti Malaya,advanced research techniques in parasitology,NA,NA,6 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/advanced-skills-in-version-control-with-git-and-github,Packt & FutureLearn,advanced skills in version control with git and github,NA,NA,3 weeks,2 hrs per week,Premium course,courses
https://www.futurelearn.com/courses/advanced-sukuk-structures-mastering-islamic-finance,INCEIF,advanced sukuk structures mastering islamic finance,NA,NA,5 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/advancing-social-impact-with-digital-technologies,"RMIT University, Business and Human Rights Centre (BHRIGHT) & RMIT University Digital3",advancing social impact with digital technologies,NA,NA,6 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/intro-to-japanese-subculture-j,Keio University,intro to japanese subculture j,NA,NA,4 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/modernization-of-japan-the-struggle-of-fukuzawa-yukichi-j,Keio University,modernization of japan the struggle of fukuzawa yukichi j,NA,NA,3 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/travel-fiction-j,Keio University & British Library,travel fiction j,NA,NA,3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/taking-control-hip-and-knee-osteoarthritis-chinese,The University of Melbourne,taking control hip and knee osteoarthritis chinese,NA,NA,4 weeks,1 hr per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/brain-ageing,Complutense University of Madrid,brain ageing,4.5,(35 reviews),5 weeks,5 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/ageing-well-nutrition-and-exercise-for-older-adults,University of Reading,ageing well nutrition and exercise for older adults,4.6,(8 reviews),2 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/agile-project-management-with-jira-for-beginners,Packt & FutureLearn,agile project management with jira for beginners,NA,NA,2 weeks,2 hrs per week,Premium course,courses
https://www.futurelearn.com/courses/aging-populations,Keio University,aging populations,4.7,(48 reviews),4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/agriculture-and-nutrition,Taipei Medical University,agriculture and nutrition,4.3,(12 reviews),4 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/agriculture-economic-nature,The University of Western Australia,agriculture economic nature,4.8,(324 reviews),6 weeks,4 hrs per week,Free digital upgrade,courses
https://www.futurelearn.com/courses/agriculture-smart-food-urban-farming,Universiti Malaya,agriculture smart food urban farming,4.4,(12 reviews),2 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/ai-and-big-data-global-health-improvement,Taipei Medical University,ai and big data global health improvement,4.6,(18 reviews),4 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/ai-and-bioinformatics-genomic-data-analysis,Taipei Medical University,ai and bioinformatics genomic data analysis,NA,NA,3 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/cloudswyft-msft-principles-of-machine-learning-pythoned-ai,"CloudSwyft Global Systems, Inc.",cloudswyft msft principles of machine learning pythoned ai,NA,NA,5 weeks,5 hrs per week,NA,courses
https://www.futurelearn.com/courses/ai-ethics-law-and-policy,National Tsing Hua University (NTHU),ai ethics law and policy,4.8,(5 reviews),3 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/ai-for-legal-professionals-ii-,National Yang Ming Chiao Tung University (NYCU),ai for legal professionals ii ,NA,NA,4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/ai-for-legal-professionals-i-,National Yang Ming Chiao Tung University (NYCU),ai for legal professionals i ,4.8,(12 reviews),4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/introduction-to-python-deep-learning,"CloudSwyft Global Systems, Inc.",introduction to python deep learning,NA,NA,3 weeks,5 hrs per week,NA,courses
https://www.futurelearn.com/courses/airway-matters,"UCL (University College London), University College London Hospitals & Air Ambulance Charity Kent Surrey Sussex (KSS)",airway matters,4.9,(479 reviews),6 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/akichi-in-collections-management,Keio University,akichi in collections management,NA,NA,2 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/food-for-thought-spanish,EIT Food & University of Turin,food for thought spanish,NA,NA,5 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/an-anthropology-of-smartphones,UCL (University College London),an anthropology of smartphones,4.3,(22 reviews),3 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/english-for-study-intermediate,University of Reading,english for study intermediate,4.8,(207 reviews),5 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/introduction-artificial-intelligence-tourism,Luleå University of Technology,introduction artificial intelligence tourism,NA,NA,2 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/building-information-modelling,Coventry University,building information modelling,4.7,(44 reviews),2 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/an-introduction-to-chinese-sign-language-and-linguistics,Shanghai International Studies University (SISU),an introduction to chinese sign language and linguistics,NA,NA,6 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/an-intro-to-cryptography,"University of Leeds, Click Start & Institute of Coding",an intro to cryptography,NA,NA,2 weeks,3 hrs per week,Free digital upgrade,courses
https://www.futurelearn.com/courses/an-introduction-to-electronic-engineering,UK Electronic Skills Foundation,an introduction to electronic engineering,4.8,(21 reviews),3 weeks,3 hrs per week,Free digital upgrade,courses
https://www.futurelearn.com/courses/introduction-to-financial-management-in-construction-and-basic-accounting-conventions,Coventry University,introduction to financial management in construction and basic accounting conventions,4.4,(31 reviews),2 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/innovation-in-healthcare,University of Bath & Health Innovation West of England,innovation in healthcare,4.9,(9 reviews),4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/intro-to-japanese-subculture,Keio University,intro to japanese subculture,4.6,(46 reviews),4 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/an-introduction-to-leading-with-compassion-and-kindness-in-health-and-social-care,The King's Fund,an introduction to leading with compassion and kindness in health and social care,4.8,(195 reviews),3 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/an-introduction-to-logic-for-computer-science,"University of Leeds, Click Start & Institute of Coding",an introduction to logic for computer science,NA,NA,2 weeks,3 hrs per week,Free digital upgrade,courses
https://www.futurelearn.com/courses/an-introduction-to-machine-learning-in-quantitative-finance,UCL (University College London),an introduction to machine learning in quantitative finance,NA,NA,4 weeks,3 hrs per week,Premium course,courses
https://www.futurelearn.com/courses/macro-environmental-analysis-and-business-strategy-sc,Coventry University,macro environmental analysis and business strategy sc,NA,NA,2 weeks,5 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/macro-environmental-analysis-and-business-strategy-et,Coventry University,macro environmental analysis and business strategy et,NA,NA,2 weeks,5 hrs per week,NA,courses
https://www.futurelearn.com/courses/practical-ethics-screening-for-and-against-disability,The University of Manchester,practical ethics screening for and against disability,4.8,(52 reviews),4 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/nutrition-and-healthy-living,"University of California, Riverside",nutrition and healthy living,3.7,(10 reviews),6 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/start-coding-today-an-intro-to-python-programming-for-beginners,University of Leeds & Click Start,start coding today an intro to python programming for beginners,NA,NA,2 weeks,3 hrs per week,Free digital upgrade,courses
https://www.futurelearn.com/courses/radiation-therapy,Trinity College Dublin,radiation therapy,4.9,(70 reviews),2 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/screenwriting,UEA (University of East Anglia),screenwriting,4.8,(887 reviews),2 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/accents-attitudes-and-identity-an-introduction-to-sociolinguistics,University of York,accents attitudes and identity an introduction to sociolinguistics,4.7,(205 reviews),4 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/systems-thinking-for-sustainability,Except Integrated Sustainability,systems thinking for sustainability,4.8,(35 reviews),4 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/an-introduction-to-waqf,INCEIF,an introduction to waqf,NA,NA,3 weeks,1 hr per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/anarchy-in-the-uk,University of Reading,anarchy in the uk,4.5,(57 reviews),2 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/anatomy-know-your-abdomen,University of Leeds,anatomy know your abdomen,4.7,(267 reviews),2 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/animal-feed-quality,EIT Food & Queen's University Belfast,animal feed quality,4.3,(12 reviews),5 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/animal-feed-safety,EIT Food & Queen's University Belfast,animal feed safety,4.3,(7 reviews),5 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/cultures-societies-introducing-anthropology,The University of Newcastle Australia,cultures societies introducing anthropology,4.4,(122 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/antimicrobial-resistance-food-chain,The University of Nottingham,antimicrobial resistance food chain,4.8,(20 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/antimicrobial-stewardship-for-africa,"BSAC, Infection Control Africa Network (ICAN) & College of Medicine University of Lagos (CMUL)",antimicrobial stewardship for africa,4.7,(31 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/antimicrobial-stewardship-for-the-middle-east,BSAC,antimicrobial stewardship for the middle east,4.7,(36 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/antimicrobial-stewardship-in-veterinary-practice,BSAC,antimicrobial stewardship in veterinary practice,4.7,(33 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/antimicrobial-stewardship-in-wound-management,BSAC & European Wound Management Association,antimicrobial stewardship in wound management,4.8,(100 reviews),3 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/antimicrobial-stewardship,University of Dundee & BSAC,antimicrobial stewardship,4.7,(80 reviews),6 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/anti-racism-and-human-rights,Amnesty International UK,anti racism and human rights,4,(18 reviews),3 weeks,1 hr per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/anti-racist-technologies,UAL Creative Computing Institute & Coding Black Females,anti racist technologies,4.8,(5 reviews),3 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/youth-mental-health-during-covid-19,UEA (University of East Anglia),youth mental health during covid 19,4.7,(703 reviews),2 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/consciousness,Taipei Medical University,consciousness,NA,NA,4 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/applications-of-ai-in-real-estate-finance-and-investment,National Tsing Hua University (NTHU),applications of ai in real estate finance and investment,NA,NA,6 weeks,1 hr per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/artificial-intelligence-technology-application,Taipei Medical University,artificial intelligence technology application,4.5,(21 reviews),4 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/applications-of-calculus,BoxPlay & FutureLearn,applications of calculus,NA,NA,3 weeks,2 hrs per week,Premium course,courses
https://www.futurelearn.com/courses/computervisionandimageanalysis-advancedai,"CloudSwyft Global Systems, Inc.",computervisionandimageanalysis advancedai,NA,NA,4 weeks,5 hrs per week,NA,courses
https://www.futurelearn.com/courses/cloudswyft-msft-natural-language-processing-advanced,"CloudSwyft Global Systems, Inc.",cloudswyft msft natural language processing advanced,NA,NA,3 weeks,6 hrs per week,NA,courses
https://www.futurelearn.com/courses/speech-recognition-systems,"CloudSwyft Global Systems, Inc.",speech recognition systems,NA,NA,3 weeks,5 hrs per week,NA,courses
https://www.futurelearn.com/courses/applied-leadership-and-self-development-expanding-the-toolkit,The Association of Corporate Treasurers,applied leadership and self development expanding the toolkit,NA,NA,4 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/leadership-in-the-financial-industry,The Association of Corporate Treasurers,leadership in the financial industry,NA,NA,4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/apply-creative-machine-learning,UAL Creative Computing Institute & Institute of Coding,apply creative machine learning,4.9,(20 reviews),4 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/learning-through-play-with-lego-braille-bricks-french,The LEGO Foundation,learning through play with lego braille bricks french,NA,NA,8 weeks,2 hrs per week,Free digital upgrade,courses
https://www.futurelearn.com/courses/learning-through-play-with-lego-braille-bricks-spanish,The LEGO Foundation,learning through play with lego braille bricks spanish,NA,NA,8 weeks,3 hrs per week,Free digital upgrade,courses
https://www.futurelearn.com/courses/endangered-archaeology-remote-sensing-french,"Durham University, British Council, University of Leicester & University of Oxford",endangered archaeology remote sensing french,NA,NA,6 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/battle-of-dunbar-1650,Durham University,battle of dunbar 1650,4.8,(182 reviews),6 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/archaeology-of-past-nomads-on-the-mongolian-steppe,National University of Mongolia,archaeology of past nomads on the mongolian steppe,4,(12 reviews),6 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/archaeology,University of Reading,archaeology,4.8,(521 reviews),2 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/art-and-the-environment-in-southeast-asia-environment-as-contested-space,National Gallery Singapore,art and the environment in southeast asia environment as contested space,4.5,(6 reviews),6 weeks,1 hr per week,Free digital upgrade,courses
https://www.futurelearn.com/courses/artificial-intelligence-for-healthcare-opportunities-and-challenges,Taipei Medical University,artificial intelligence for healthcare opportunities and challenges,4.5,(32 reviews),4 weeks,1 hr per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/artificial-intelligence-in-bioinformatics,Taipei Medical University,artificial intelligence in bioinformatics,4.3,(17 reviews),3 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/attention-and-autism,University of Birmingham,attention and autism,4.6,(27 reviews),4 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/autism-and-healthcare,The University of Kent,autism and healthcare,NA,NA,4 weeks,3 hrs per week,NA,courses
https://www.futurelearn.com/courses/autism-and-the-legal-issues,The University of Kent,autism and the legal issues,NA,NA,4 weeks,3 hrs per week,NA,courses
https://www.futurelearn.com/courses/autism-and-education,The University of Kent,autism and education,NA,NA,4 weeks,3 hrs per week,NA,courses
https://www.futurelearn.com/courses/cloudswyft-msft-azure-cloud-fundamentals-data-science,"CloudSwyft Global Systems, Inc.",cloudswyft msft azure cloud fundamentals data science,NA,NA,2 weeks,6 hrs per week,NA,courses
https://www.futurelearn.com/courses/basic-english-elementary,King's College London,basic english elementary,4.8,(5643 reviews),4 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/basic-english-pre-intermediate,King's College London,basic english pre intermediate,4.8,(4160 reviews),4 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/basic-first-aid-for-animals-and-pets,Learning Lounge & FutureLearn,basic first aid for animals and pets,NA,NA,2 weeks,2 hrs per week,Premium course,courses
https://www.futurelearn.com/courses/basic-first-aid,The University of Glasgow,basic first aid,4.7,(690 reviews),2 weeks,1 hr per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/batteries-for-the-energy-transition-exploring-the-sustainable-value-chain,EIT RawMaterials,batteries for the energy transition exploring the sustainable value chain,NA,NA,4 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/energy-storage,EIT InnoEnergy,energy storage,4.4,(43 reviews),4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/become-a-better-presenter,Royal Observatory Greenwich,become a better presenter,4.5,(185 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/pharmacy-preceptor,Taipei Medical University,pharmacy preceptor,4.9,(20 reviews),4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/becoming-a-better-music-teacher,ABRSM,becoming a better music teacher,4.8,(143 reviews),5 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/becoming-a-charity-member-what-you-should-know,Australian Charities and Not-for-profits Commission,becoming a charity member what you should know,4.8,(43 reviews),2 weeks,1 hr per week,Free digital upgrade,courses
https://www.futurelearn.com/courses/be-a-dentist,The University of Glasgow,be a dentist,4.9,(20 reviews),2 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/students-higher-education,University of Groningen,students higher education,4.9,(47 reviews),5 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/thinking-about-teaching,The Open University,thinking about teaching,4.8,(131 reviews),4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/expert-educator-health-professions,The University of Nottingham,expert educator health professions,4.7,(118 reviews),6 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/begin-robotics,University of Reading,begin robotics,4.6,(57 reviews),4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/behavioural-economics-employee-and-customer-behaviour,FutureLearn,behavioural economics employee and customer behaviour,NA,NA,3 weeks,2 hrs per week,NA,courses
https://www.futurelearn.com/courses/behavioural-economics-polarisation-discrimination-and-differences-in-society,Nottingham Business School,behavioural economics polarisation discrimination and differences in society,NA,NA,3 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/being-a-digital-researcher-digital-skills-for-effective-research,University of Hull,being a digital researcher digital skills for effective research,NA,NA,3 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/being-a-flexible-music-teacher,ABRSM,being a flexible music teacher,4.3,(8 reviews),4 weeks,3 hrs per week,Included in Unlimited,courses
