Link,Course name,Course code,school,location,status
https://online.stanford.edu/courses/soe-ymatsci0001-thermodynamics-and-phase-equilibria,Thermodynamics and Phase Equilibria,SOE-YMATSCI0001,Stanford School of Engineering,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/som-ycme0019-thinking-critically-interpreting-randomized-clinical-trials-cme,Thinking Critically: Interpreting Randomized Clinical Trials (CME),SOM-YCME0019,Stanford School of Medicine,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/som-ycme0020-prescribe-or-not-prescribe-antibiotics-and-outpatient-infections-cme,To Prescribe or Not To Prescribe? Antibiotics and Outpatient Infections (CME),SOM-YCME0020,Stanford School of Medicine,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/cs326-topics-advanced-robotic-manipulation,Topics in Advanced Robotic Manipulation,CS326,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/xeiet237-transforming-grid-ai-renewables-storage-evs-and-prosumers,"Transforming the Grid: AI, Renewables, Storage, EVs, and Prosumers",XEIET237,"Stanford School of Engineering, Stanford Doerr School of Sustainability","Online, self-paced",Enrollment Open
https://online.stanford.edu/courses/som-xche0015-transitions-care-survivorship-hospice,Transitions in Care from Survivorship to Hospice,SOM-XCHE0015,"Stanford School of Medicine, Stanford Center for Health Education","Online, self-paced, Coursera",Enrollment Open
https://online.stanford.edu/courses/cs152-trust-and-safety-engineering,Trust and Safety Engineering,CS152,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/xdgt212-turn-data-insights-predictive-modeling,Turn Data into Insights with Predictive Modeling,XDGT212,Stanford School of Engineering,"Online, self-paced",Enrollment Open
https://online.stanford.edu/courses/som-ycme0027-unconscious-bias-medicine-cme,Unconscious Bias in Medicine (CME),SOM-YCME0027,Stanford School of Medicine,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/soeees-ygeoresgeo208-unconventional-reservoir-geomechanics,Unconventional Reservoir Geomechanics,SOEEES-YGEORESGEO208,Stanford Doerr School of Sustainability,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/cee207a-understand-energy,Understand Energy,CEE207A,"Stanford School of Engineering, Stanford Doerr School of Sustainability","Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/cee207s-understand-energy-essentials,Understand Energy - Essentials,CEE207S,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/xgen202-understanding-cancer-genetic-level,Understanding Cancer at the Genetic Level,XGEN202,"Stanford School of Medicine, Stanford Center for Health Education","Online, self-paced",Enrollment Open
https://online.stanford.edu/courses/som-y0009-understanding-einstein-special-theory-relativity,Understanding Einstein: The Special Theory of Relativity,SOM-Y0009,Stanford School of Medicine,"Online, self-paced, Coursera",Enrollment Open
https://online.stanford.edu/courses/som-xche0031-understanding-future-medicine-generative-ai-seminar-series,Understanding the Future of Medicine: Generative AI Seminar Series,SOM-XCHE0031,"Stanford School of Medicine, Stanford Center for Health Education","Online, self-paced",Enrollment Open
https://online.stanford.edu/courses/csp-xpol63-us-china-relations-cold-war-cold-shoulder,US-China Relations: From Cold War to Cold Shoulder,CSP-XPOL63,Stanford Continuing Studies,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/xprod115-user-research-informing-product-decisions-customer-insights,User Research: Informing Product Decisions with Customer Insights,XPROD115,Stanford School of Engineering,"Online, self-paced",Enrollment Open
https://online.stanford.edu/courses/xacs130-using-cryptography-correctly,Using Cryptography Correctly,XACS130,Stanford School of Engineering,"Online, self-paced",Enrollment Open
https://online.stanford.edu/courses/xexe135-venture-capital-unlocked-silicon-valley,Venture Capital Unlocked: Silicon Valley,XEXE135,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/cee246-venture-creation-real-economy,Venture Creation for the Real Economy,CEE246,"Stanford School of Engineering, Stanford Doerr School of Sustainability",NA ,NA 
https://online.stanford.edu/courses/xvdc110-virtual-design-and-construction,Virtual Design and Construction,XVDC110,"Stanford School of Engineering, Stanford Doerr School of Sustainability","Online, self-paced",Enrollment Open
https://online.stanford.edu/courses/cee341-virtual-design-and-construction,Virtual Design and Construction,CEE341,"Stanford School of Engineering, Stanford Doerr School of Sustainability",NA ,NA 
https://online.stanford.edu/courses/csp-xart29-watercolor-essentials,Watercolor Essentials,CSP-XART29,Stanford Continuing Studies,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/cs142-web-applications,Web Applications,CS142,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/csp-xsci85-what-makes-us-sick-exploring-molecular-roots-human-disease,What Makes Us Sick: Exploring the Molecular Roots of Human Disease,CSP-XSCI85,Stanford Continuing Studies,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/csp-xhis12-when-rome-fell-twilight-ancient-world,When Rome Fell: Twilight in the Ancient World,CSP-XHIS12,Stanford Continuing Studies,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/csp-xspt09-winning-and-wanderlust-history-oakland-athletics,Winning and Wanderlust: The History of the Oakland Athletics,CSP-XSPT09,Stanford Continuing Studies,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/ee359-wireless-communications,Wireless Communications,EE359,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/csp-xnvl37-write-novel-30-days-no-critics-no-fear,"Write a Novel in 30 Days: No Critics, No Fear",CSP-XNVL37,Stanford Continuing Studies,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/som-y0010-writing-sciences,Writing in the Sciences,SOM-Y0010,Stanford School of Medicine,"Online, self-paced, Coursera",Enrollment Open
https://online.stanford.edu/courses/xacs131-writing-secure-code,Writing Secure Code,XACS131,Stanford School of Engineering,"Online, self-paced",Enrollment Open
https://online.stanford.edu/courses/sohs-yhumbioep101-your-body-world-adapting-your-next-big-adventure,Your Body in the World: Adapting to Your Next Big Adventure,SOHS-YHUMBIOEP101,Stanford School of Humanities and Sciences,NA ,NA 
https://online.stanford.edu/courses/mse240-accounting-managers-and-entrepreneurs,Accounting for Managers and Entrepreneurs,MS&E240,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/xbtc210-back-college,Back to COLLEGE,XBTC210,,"Online, instructor-led",Enrollment Open
