Link,Course name,Course code,school,location,status
https://online.stanford.edu/courses/xfm110-technical-fundamentals-generative-ai,Technical Fundamentals of Generative AI,XFM110,Stanford Institute for Human-Centered Artificial Intelligence (HAI),"Online, self-paced",Enrollment Open
https://online.stanford.edu/courses/xfm111-business-opportunities-and-applications-generative-ai,Business Opportunities and Applications of Generative AI,XFM111,Stanford Institute for Human-Centered Artificial Intelligence (HAI),"Online, self-paced",Enrollment Open
https://online.stanford.edu/courses/xfm112-human-centered-generative-ai,Human-Centered Generative AI,XFM112,Stanford Institute for Human-Centered Artificial Intelligence (HAI),"Online, self-paced",Not Yet Available
https://online.stanford.edu/courses/xeduc315n-21st-century-teaching-learning-data-science,21st-Century Teaching & Learning: Data Science,XEDUC315N,Stanford Graduate School of Education,"Online, self-paced",Enrollment Open
https://online.stanford.edu/courses/cs240-advanced-topics-operating-systems,Advanced Topics in Operating Systems,CS240,Stanford School of Engineering,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/som-xche0012-ai-healthcare-capstone,AI in Healthcare Capstone,SOM-XCHE0012,"Stanford School of Medicine, Stanford Center for Health Education","Online, self-paced, Coursera",Enrollment Open
https://online.stanford.edu/courses/xgal0001-ai-ux-design-essentials-human-computer-interaction-enhanced-user-experiences,AI UX Design Essentials: Human-Computer Interaction for Enhanced User Experiences,XGAL0001,Stanford School of Engineering,"Online, instructor-paced",Enrollment Open
https://online.stanford.edu/courses/chemeng300-applied-mathematics-chemical-and-biological-sciences,Applied Mathematics in the Chemical and Biological Sciences,CHEMENG300,Stanford School of Engineering,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/xcs221-artificial-intelligence-principles-and-techniques,Artificial Intelligence: Principles and Techniques,XCS221,Stanford School of Engineering,"Online, instructor-paced",Enrollment Open
https://online.stanford.edu/courses/xgen208-biology-and-applications-crisprcas-system,Biology and Applications of the CRISPR/Cas System,XGEN208,"Stanford School of Medicine, Stanford Center for Health Education","Online, self-paced",Enrollment Open
https://online.stanford.edu/courses/cee220a-building-modeling-design-construction,Building Modeling for Design & Construction,CEE220A,"Stanford School of Engineering, Stanford Doerr School of Sustainability","Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/xeiet100-clean-renewable-energy-storage-sustainable-future,"Clean, Renewable Energy & Storage for a Sustainable Future",XEIET100,"Stanford School of Engineering, Stanford Doerr School of Sustainability","Online, self-paced",Enrollment Open
https://online.stanford.edu/courses/xcs236-deep-generative-models,Deep Generative Models,XCS236,Stanford School of Engineering,"Online, instructor-paced",Enrollment Open
https://online.stanford.edu/courses/xgen101-fundamentals-genetics-genetics-you-need-know,Fundamentals of Genetics: The Genetics You Need To Know,XGEN101,"Stanford School of Medicine, Stanford Center for Health Education","Online, self-paced",Enrollment Open
https://online.stanford.edu/courses/xcs224w-machine-learning-graphs,Machine Learning with Graphs,XCS224W,Stanford School of Engineering,"Online, instructor-paced",Enrollment Open
https://online.stanford.edu/courses/xcs224u-natural-language-understanding,Natural Language Understanding,XCS224U,Stanford School of Engineering,"Online, instructor-paced",Enrollment Open
https://online.stanford.edu/courses/xcs234-reinforcement-learning,Reinforcement Learning,XCS234,Stanford School of Engineering,"Online, instructor-paced",Enrollment Open
https://online.stanford.edu/courses/csp-xtech152z-crash-course-artificial-intelligence-ai,A Crash Course in Artificial Intelligence (AI),CSP-XTECH152Z,Stanford Continuing Studies,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/cee244-accounting-finance-valuation-engineers-constructors,"Accounting, Finance & Valuation for Engineers & Constructors",CEE244,"Stanford School of Engineering, Stanford Doerr School of Sustainability",NA ,NA 
https://online.stanford.edu/courses/chemeng355-advanced-biochemical-engineering,Advanced Biochemical Engineering,CHEMENG355,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/cee220b-advanced-building-modeling-workshop,Advanced Building Modeling Workshop,CEE220B,"Stanford School of Engineering, Stanford Doerr School of Sustainability",NA ,NA 
https://online.stanford.edu/courses/xacs100-advanced-cybersecurity-program-preview,Advanced Cybersecurity Program Preview,XACS100,Stanford School of Engineering,"Online, self-paced",Enrollment Open
https://online.stanford.edu/courses/ee379b-advanced-data-transmission-design,Advanced Data Transmission Design,EE379B,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/me334-advanced-dynamics,Advanced Dynamics,ME334,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/aa212-advanced-feedback-control-design,Advanced Feedback Control Design,AA212,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/ee214b-advanced-integrated-circuit-design,Advanced Integrated Circuit Design,EE214B,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/ee311-advanced-integrated-circuits-technology,Advanced Integrated Circuits Technology,EE311,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/mse245b-advanced-investment-science,Advanced Investment Science,MS&E245B,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/cs244-advanced-topics-networking,Advanced Topics in Networking,CS244,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/ee316-advanced-vlsi-devices,Advanced VLSI Devices,EE316,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/bioe450-advances-biotechnology,Advances in Biotechnology,BIOE450,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/csp-xcla107-aeschyluss-oresteia,Aeschylus's Oresteia,CSP-XCLA107,Stanford Continuing Studies,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/gsb-x0023-agile-leadership-building-adaptability-and-embracing-creativity,Agile Leadership: Building Adaptability and Embracing Creativity,GSB-X0023,Graduate School of Business,"Online, self-paced",Enrollment Open
https://online.stanford.edu/courses/xgal0002-ai-driven-leadership-strategies-future,AI-Driven Leadership: Strategies for the Future,XGAL0002,Stanford School of Engineering,"Online, instructor-paced",Enrollment Open
https://online.stanford.edu/courses/aa283-aircraft-and-rocket-propulsion,Aircraft and Rocket Propulsion,AA283,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/cs256-algorithmic-fairness,Algorithmic Fairness,CS256,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/soe-ycsalgorithms1-algorithms-design-and-analysis-part-1,"Algorithms: Design and Analysis, Part 1",SOE-YCSALGORITHMS1,Stanford School of Engineering,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/soe-ycs0001-algorithms-design-and-analysis-part-2,"Algorithms: Design and Analysis, Part 2",SOE-YCS0001,Stanford School of Engineering,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/sohs-ysocpoverty-americas-poverty-and-inequality-course,America's Poverty and Inequality Course,SOHS-YSOCPOVERTY,Stanford School of Humanities and Sciences,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/sohs-yaammartinlking-american-prophet-inner-life-and-global-vision-martin-luther-king-jr,"American Prophet: The Inner Life and Global Vision of Martin Luther King, Jr.",SOHS-YAAMMARTINLKING,Stanford School of Humanities and Sciences,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/gsb-x0020-amplify-your-persuasive-impact,Amplify Your Persuasive Impact,GSB-X0020,Graduate School of Business,"Online, self-paced",Enrollment Open
https://online.stanford.edu/courses/csp-xcw26-authors-guide-publishing-get-your-work-world,An Author's Guide to Publishing: Get Your Work into the World,CSP-XCW26,Stanford Continuing Studies,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/som-ycme0039-evidence-based-approach-diagnosis-and-management-migraines-adults-primary-care,An Evidence-Based Approach to the Diagnosis and Management of Migraines in Adults in the Primary Care and General Neurology Setting,SOM-YCME0039,Stanford School of Medicine,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/ee315-analog-digital-interface-circuits,Analog-Digital Interface Circuits,EE315,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/aa240-analysis-structures,Analysis of Structures,AA240,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/som-ycme0043-antibiotic-stewardship,Antibiotic Stewardship,SOM-YCME0043,Stanford School of Medicine,"Online, self-paced, Coursera",Enrollment Open
https://online.stanford.edu/courses/som-ycme0001-antimicrobial-stewardship-improving-clinical-outcomes-optimization-antibiotic,Antimicrobial Stewardship: Improving Clinical Outcomes By Optimization of Antibiotic Practices (CME),SOM-YCME0001,Stanford School of Medicine,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/csp-xpsy04-anxiety-disorders-and-evidence-based-treatments,Anxiety Disorders and Evidence-Based Treatments,CSP-XPSY04,Stanford Continuing Studies,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/aa200-applied-aerodynamics,Applied Aerodynamics,AA200,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/ee223-applied-quantum-mechanics-ii,Applied Quantum Mechanics II,EE223,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/cee270m-aquatic-and-organic-chemistry-environmental-engineering,Aquatic and Organic Chemistry for Environmental Engineering,CEE270M,"Stanford School of Engineering, Stanford Doerr School of Sustainability",NA ,NA 
https://online.stanford.edu/courses/xexe403-aramco-advancing-technology-ventures-program,Aramco Advancing Technology Ventures Program,XEXE403,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/csp-xarc122-archaeology-and-ancient-engineering,Archaeology and Ancient Engineering,CSP-XARC122,Stanford Continuing Studies,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/cs221-artificial-intelligence-principles-and-techniques,Artificial Intelligence: Principles and Techniques,CS221,Stanford School of Engineering,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/sohs-ymusic0001-audio-signal-processing-music-applications,Audio Signal Processing for Music Applications,SOHS-YMUSIC0001,Stanford School of Humanities and Sciences,"Online, self-paced, Coursera",Enrollment Open
https://online.stanford.edu/courses/soe-ycsautomata-automata-theory,Automata Theory,SOE-YCSAUTOMATA,Stanford School of Engineering,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/me233-automated-model-discovery,Automated Model Discovery,ME233,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/ee303-autonomous-implantable-systems,Autonomous Implantable Systems,EE303,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/stats270-bayesian-statistics,Bayesian Statistics,STATS270,Stanford School of Humanities and Sciences,NA ,NA 
https://online.stanford.edu/courses/csp-xita01-beginning-italian-part-i,Beginning Italian: Part I,CSP-XITA01,Stanford Continuing Studies,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/csp-xtech46-beginning-programming-python,Beginning Programming in Python,CSP-XTECH46,Stanford Continuing Studies,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/csp-xspa01-beginning-spanish-part-i,Beginning Spanish: Part I,CSP-XSPA01,Stanford Continuing Studies,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/csp-xphoto80-beyond-canvas-exploring-ai-art,Beyond the Canvas: Exploring AI Art,CSP-XPHOTO80,Stanford Continuing Studies,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/csp-xcls116-beyond-veil-women-and-social-transformation-middle-east,Beyond the Veil: Women and Social Transformation in the Middle East,CSP-XCLS116,Stanford Continuing Studies,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/chemeng250-biochemical-engineering,Biochemical Engineering,CHEMENG250,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/chemeng283-biochemistry-ii,Biochemistry II,CHEMENG283,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/ee225-biochips-and-medical-imaging,Biochips and Medical Imaging,EE225,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/biomedin202-biomedical-data-science,Biomedical Data Science,BIOMEDIN202,Stanford School of Medicine,NA ,NA 
https://online.stanford.edu/courses/publpol222-biosecurity-and-pandemic-resilience,BioSecurity and Pandemic Resilience,PUBLPOL222,Stanford School of Humanities and Sciences,NA ,NA 
https://online.stanford.edu/courses/med283-biotechnology-law,Biotechnology Law,MED283,Stanford School of Medicine,"Online, instructor-led",Not Yet Available
https://online.stanford.edu/courses/tds-ybold-blended-and-online-learning-design-stanford,Blended and Online Learning Design from Stanford,TDS-YBOLD,,NA ,NA 
https://online.stanford.edu/courses/csp-xccs03-blue-planet-history-water,Blue Planet: A History of Water,CSP-XCCS03,Stanford Continuing Studies,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/csp-xbus40-breaking-venture-industry,Breaking into the Venture Industry,CSP-XBUS40,Stanford Continuing Studies,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/xdgt223-build-product-platform-strategy-accelerate-growth,Build a Product Platform Strategy to Accelerate Growth,XDGT223,Stanford School of Engineering,"Online, self-paced",Enrollment Open
https://online.stanford.edu/courses/xdgt224-building-ai-enabled-organization,Building an AI-Enabled Organization,XDGT224,Stanford School of Engineering,"Online, self-paced",Enrollment Open
https://online.stanford.edu/courses/csp-xbus78-building-and-scaling-subscription-businesses,Building and Scaling Subscription Businesses,CSP-XBUS78,Stanford Continuing Studies,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/xeiet203-building-energy-efficiency-technology-policy-finance,"Building Energy Efficiency: Technology, Policy & Finance",XEIET203,Stanford School of Engineering,"Online, self-paced",Enrollment Open
https://online.stanford.edu/courses/xldr249-business-model-innovation,Business Model Innovation,XLDR249,Stanford School of Engineering,"Online, self-paced",Enrollment Open
https://online.stanford.edu/courses/csp-xart50-calligraphy-and-letterform-history-methods-and-practice,"Calligraphy and Letterform: History, Methods, and Practice",CSP-XART50,Stanford Continuing Studies,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/chemeng289-career-building-entrepreneurship-intrapreneurship-people-innovation-decision,"Career Building: Entrepreneurship / Intrapreneurship, People, Innovation, Decision-Making and Impact",CHEMENG289,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/sdss-x0001-championing-sustainability-boardroom,Championing Sustainability from the Boardroom,SDSS-X0001,Stanford Doerr School of Sustainability,"In-person, Stanford University campus",Enrollment Open
https://online.stanford.edu/courses/xdgt130-change-management-reskilling-age-analytics-and-ai,Change Management: Reskilling in the Age of Analytics and AI,XDGT130,Stanford School of Engineering,"Online, self-paced",Enrollment Open
https://online.stanford.edu/courses/cs348e-character-animation-modeling-simulation-and-control-human-motion,"Character Animation: Modeling, Simulation, and Control of Human Motion",CS348E,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/chemeng320-chemical-kinetics-and-reaction-engineering,Chemical Kinetics and Reaction Engineering,CHEMENG320,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/som-xche0023-child-development-behavior-and-mental-health,Child Development: Behavior and Mental Health,SOM-XCHE0023,"Stanford School of Medicine, Stanford Center for Health Education","Online, self-paced,",Enrollment Open
https://online.stanford.edu/courses/som-y0002-child-nutrition-and-cooking,Child Nutrition and Cooking,SOM-Y0002,Stanford School of Medicine,"Online, self-paced, Coursera",Enrollment Open
https://online.stanford.edu/courses/aa242a-classical-dynamics,Classical Dynamics,AA242A,Stanford School of Engineering,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/cs193c-client-side-internet-technologies,Client-Side Internet Technologies,CS193C,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/med284-clinical-trial-design-initial-concept-regulatory-approval,Clinical Trial Design: From Initial Concept to Regulatory Approval,MED284,Stanford School of Medicine,"Online, instructor-led",Not Yet Available
https://online.stanford.edu/courses/som-xche0030-clinical-trials-design-strategy-and-analysis,"Clinical Trials: Design, Strategy, and Analysis",SOM-XCHE0030,"Stanford School of Medicine, Stanford Center for Health Education","Online, self-paced",Enrollment Open
https://online.stanford.edu/courses/cs309a-cloud-computing-seminar,Cloud Computing Seminar,CS309A,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/chemeng699-colloquium,Colloquium,CHEMENG699,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/csp-xcom101-communication-essentials-work-and-life,Communication Essentials for Work and Life,CSP-XCOM101,Stanford Continuing Studies,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/gse-yeduc115-sp-como-aprender-matematicas-para-estudiantes,Cómo Aprender Matemáticas - Para Estudiantes,GSE-YEDUC115-SP,Stanford Graduate School of Education,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/sohs-ypolisci0001-comparative-democratic-development-part-i-conditions-democracy,Comparative Democratic Development Part I: Conditions of Democracy,SOHS-YPOLISCI0001,Stanford School of Humanities and Sciences,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/sohs-ypolisci0002-comparative-democratic-development-part-ii-structuring-democracy,Comparative Democratic Development Part II: Structuring Democracy,SOHS-YPOLISCI0002,Stanford School of Humanities and Sciences,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/xlaw7058-comparative-equality-and-anti-discrimination-law,Comparative Equality and Anti-Discrimination Law,XLAW7058,Stanford Law School,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/soe-ycscs1-compilers,Compilers,SOE-YCSCS1,Stanford School of Engineering,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/cs143-compilers,Compilers,CS143,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/cs279-computational-biology-structure-and-organization-biomolecules-and-cells,Computational Biology: Structure and Organization of Biomolecules and Cells,CS279,Stanford School of Engineering,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/cs254-computational-complexity,Computational Complexity,CS254,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/ee367-computational-imaging,Computational Imaging,EE367,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/cs157-computational-logic,Computational Logic,CS157,Stanford School of Engineering,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/biomedin260-computational-methods-biomedical-image-analysis-and-interpretation,Computational Methods for Biomedical Image Analysis and Interpretation,BIOMEDIN260,Stanford School of Medicine,NA ,NA 
https://online.stanford.edu/courses/cs155-computer-and-network-security,Computer and Network Security,CS155,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/cs348c-computer-graphics-animation-and-simulation,Computer Graphics: Animation and Simulation,CS348C,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/cs248a-computer-graphics-rendering-geometry-and-image-manipulation,"Computer Graphics: Rendering, Geometry, and Image Manipulation",CS248A,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/cs107-computer-organization-and-systems,Computer Organization and Systems,CS107,Stanford School of Engineering,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/soe-ycscs101-computer-science-101,Computer Science 101,SOE-YCSCS101,Stanford School of Engineering,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/ee282-computer-systems-architecture,Computer Systems Architecture,EE282,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/cs231a-computer-vision-3d-reconstruction-recognition,Computer Vision: From 3D Reconstruction to Recognition,CS231A,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/som-ycme0006-congenital-hypothyroidism-what-every-primary-care-provider-needs-know,Congenital Hypothyroidism: What Every Primary Care Provider Needs to Know,SOM-YCME0006,Stanford School of Medicine,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/cs205l-continuous-mathematical-methods-emphasis-machine-learning,Continuous Mathematical Methods with an Emphasis on Machine Learning,CS205L,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/cs224v-conversational-virtual-assistants-deep-learning,Conversational Virtual Assistants with Deep Learning,CS224V,Stanford School of Engineering,"Online, instructor-led","Enrollment Full, Waitlist Open"
https://online.stanford.edu/courses/soe-yeecvx101-convex-optimization,Convex Optimization,SOE-YEECVX101,Stanford School of Engineering,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/ee364a-convex-optimization-i,Convex Optimization I,EE364A,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/ee364b-convex-optimization-ii,Convex Optimization II,EE364B,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/som-xche0007-covid-19-training-healthcare-workers,COVID-19: Training for Healthcare Workers,SOM-XCHE0007,"Stanford School of Medicine, Stanford Center for Health Education","Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/gsb-x0021-create-happy-and-meaningful-life,Create a Happy and Meaningful Life,GSB-X0021,Graduate School of Business,"Online, self-paced",Enrollment Open
https://online.stanford.edu/courses/chemeng296-creating-new-ventures-engineering-and-science-based-industries,Creating New Ventures in Engineering and Science-based Industries,CHEMENG296,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/csp-xcnf11w-creative-nonfiction-workshop-crafting-narrative-voice,Creative Nonfiction Workshop: Crafting a Narrative Voice,CSP-XCNF11W,Stanford Continuing Studies,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/csp-xcnf105-creative-nonfiction-workshop-finding-thread,Creative Nonfiction Workshop: Finding the Thread,CSP-XCNF105,Stanford Continuing Studies,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/cs251-cryptocurrencies-and-blockchain-technologies,Cryptocurrencies and Blockchain Technologies,CS251,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/soe-y0001-cryptography-i,Cryptography I,SOE-Y0001,Stanford School of Engineering,"Online, self-paced, Coursera",Enrollment Open
https://online.stanford.edu/courses/soe-y0002-cryptography-ii,Cryptography II,SOE-Y0002,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/som-ycme0029-csi-me-case-studies-medical-errors,CSI: ME Case Studies in Medical Errors,SOM-YCME0029,Stanford School of Medicine,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/xacs302-cybersecurity-and-executive-strategy,Cybersecurity and Executive Strategy,XACS302,Stanford School of Engineering,"Online, self-paced",Enrollment Open
https://online.stanford.edu/courses/csp-xtech65-data-analysis-python,Data Analysis with Python,CSP-XTECH65,Stanford Continuing Studies,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/ee274-data-compression-theory-and-applications,Data Compression: Theory and Applications,EE274,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/xmlph110-data-foundations-machine-learning-medicine,Data Foundations for Machine Learning in Medicine,XMLPH110,"Stanford School of Medicine, Stanford Center for Health Education","Online, self-paced",Enrollment Open
https://online.stanford.edu/courses/cs145-data-management-and-data-systems,Data Management and Data Systems,CS145,Stanford School of Engineering,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/chemeng277-data-science-and-machine-learning-approaches-chemical-and-materials-engineering,Data Science and Machine Learning Approaches in Chemical and Materials Engineering,CHEMENG277,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/csp-xbus41-data-science-essentials-business-managers,Data Science Essentials for Business Managers,CSP-XBUS41,Stanford Continuing Studies,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/biomedin215-data-science-medicine,Data Science for Medicine,BIOMEDIN215,Stanford School of Medicine,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/cs166-data-structures,Data Structures,CS166,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/ee379a-data-transmission-design,Data Transmission Design,EE379A,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/cs448b-data-visualization,Data Visualization,CS448B,Stanford School of Engineering,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/soe-ydatabases0001-databases-advanced-topics-sql,Databases: Advanced Topics in SQL,SOE-YDATABASES0001,Stanford School of Engineering,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/soe-ydatabases0003-databases-modeling-and-theory,Databases: Modeling and Theory,SOE-YDATABASES0003,Stanford School of Engineering,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/soe-ydatabases0002-databases-olap-and-recursion,Databases: OLAP and Recursion,SOE-YDATABASES0002,Stanford School of Engineering,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/soe-ydatabases0005-databases-relational-databases-and-sql,Databases: Relational Databases and SQL,SOE-YDATABASES0005,Stanford School of Engineering,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/soe-ydatabases0004-databases-semistructured-data,Databases: Semistructured Data,SOE-YDATABASES0004,Stanford School of Engineering,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/cee206-decision-analysis-civil-and-environmental-engineers,Decision Analysis for Civil and Environmental Engineers,CEE206,"Stanford School of Engineering, Stanford Doerr School of Sustainability",NA ,NA 
https://online.stanford.edu/courses/aa228-decision-making-under-uncertainty,Decision Making Under Uncertainty,AA228,Stanford School of Engineering,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/cs236-deep-generative-models,Deep Generative Models,CS236,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/cs230-deep-learning,Deep Learning,CS230,Stanford School of Engineering,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/cs231n-deep-learning-computer-vision,Deep Learning for Computer Vision,CS231N,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/cs330-deep-multi-task-and-meta-learning,Deep Multi-task and Meta Learning,CS330,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/xcs330-deep-multi-task-and-meta-learning,Deep Multi-Task and Meta Learning,XCS330,Stanford School of Engineering,"Online, instructor-paced",Enrollment Open
https://online.stanford.edu/courses/cs224r-deep-reinforcement-learning,Deep Reinforcement Learning,CS224R,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/sohs-ymusic0004-defining-string-quartet-ii-beethoven,Defining the String Quartet II: Beethoven,SOHS-YMUSIC0004,Stanford School of Humanities and Sciences,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/sohs-ymusicstrnqrtet-defining-string-quartet-haydn,Defining the String Quartet: Haydn,SOHS-YMUSICSTRNQRTET,Stanford School of Humanities and Sciences,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/xprod160-demand-creation-launching-and-growing-your-product,Demand Creation: Launching and Growing Your Product,XPROD160,Stanford School of Engineering,"Online, self-paced",Enrollment Open
https://online.stanford.edu/courses/gsb-x0022-demystify-decision-making,Demystify Decision Making,GSB-X0022,Graduate School of Business,"Online, self-paced",Enrollment Open
https://online.stanford.edu/courses/cs161-design-and-analysis-algorithms,Design and Analysis of Algorithms,CS161,Stanford School of Engineering,"Online, instructor-led",Enrollment Open
https://online.stanford.edu/courses/epi251-design-and-conduct-clinical-trials,Design and Conduct of Clinical Trials,EPI251,Stanford School of Medicine,NA ,NA 
https://online.stanford.edu/courses/ee272-design-projects-vlsi-systems-i,Design Projects in VLSI Systems I,EE272,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/xaa101-designing-reliable-and-robust-ai-systems,Designing Reliable and Robust AI Systems,XAA101,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/engr311b-designing-professional,Designing the Professional,ENGR311B,Stanford School of Engineering,NA ,NA 
https://online.stanford.edu/courses/tds-y0003-designing-your-career,Designing Your Career,TDS-Y0003,Stanford School of Engineering,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/gse-xscale-developing-instructionally-embedded-performance-assessments-ngss-classroom,Developing Instructionally-Embedded Performance Assessments for the NGSS Classroom,GSE-XSCALE,Stanford Graduate School of Education,"Online, self-paced, EdX",Enrollment Open
https://online.stanford.edu/courses/gse-xscale0002-developing-instructionally-embedded-performance-assessments-ngss-classroom,Developing Instructionally-Embedded Performance Assessments for the NGSS Classroom: Course 2,GSE-XSCALE0002,Stanford Graduate School of Education,"Online, self-paced, EdX",Enrollment Open
